Sheet,Game,Question,Category,Question Type,Options,Correct Answer,Active,Intensity,Tone,Relationship Area,Tags,Notes,Memory Lane Mode,Avoid If,Game Suitability,AI Use Case,Repeat Group,Original Question Type
Questions,Normal Game,Kim is more likely to enjoy being chased than Jay,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely to play hard to get than Jay,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,entertainment,
Questions,Normal Game,Kim is more likely to tease than Jay,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely to be in control in the bedroom than Jay,Sexual,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim has a higher sex drive than Jay,Sexual,True or False,True | False,,TRUE,4,spicy,sex,"hot, lifestyle, sex-life, cars, attraction, spicy",,,,"true-false, spicy-night, final-round",spicy-escalation,bedroom-intimacy,
Questions,Normal Game,Kim is more experimental than Jay,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more confident in bed than Jay,Personality,True or False,True | False,,TRUE,3,emotional,lifestyle,"confidence, emotional, fun, lifestyle",,,,"true-false, date-night, normal",deep-connection,confidence-risk,
Questions,Normal Game,Kim is more likely to initiate than Jay,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely to set the mood than Jay,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely to be dominant than Jay,Sexual,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely to take control than Jay,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely to be unpredictable than Jay,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely to surprise Jay than he is her,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely to send risky texts than Jay,Lifestyle,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely to get what she wants than Jay,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely to be the boss in the relationship than Jay,Personality,True or False,True | False,,TRUE,3,romantic,romance,"romantic, memories, future, fun",,,,"true-false, date-night, normal",romantic-moment,memories,
Questions,Normal Game,Kim is more likely to make the rules than Jay,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely to break the rules than Jay,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely to push boundaries than Jay,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely to get away with things than Jay,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely to win games against Jay,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely to cheat in a game than Jay,Personality,True or False,True | False,,TRUE,4,competitive,trust,"entertainment, sports, fun, trust, lifestyle",,,jealousy-risk,"true-false, spicy-night, final-round",spicy-escalation,jealousy-trust,
Questions,Normal Game,Kim is more likely to blame Jay when losing than he is her,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely to get competitive over nothing than Jay,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely to get her way in decisions than Jay,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely to control what you watch than Jay,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely to pick the restaurant than Jay,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"food, drink, lifestyle, fun",,,,"true-false, quick-fire, warm-up",funny-break,food-drink,
Questions,Normal Game,Kim is more likely to steal food than Jay,Food & Drink,True or False,True | False,,TRUE,2,playful,lifestyle,"food, drink, lifestyle, fun",,,,"true-false, quick-fire, warm-up",funny-break,food-drink,
Questions,Normal Game,Kim is more likely to take the last bite than Jay,Food & Drink,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely to judge Jay’s food choices than he does hers,Food & Drink,True or False,True | False,,TRUE,2,playful,lifestyle,"food, drink, lifestyle, fun",,,,"true-false, quick-fire, warm-up",funny-break,food-drink,
Questions,Normal Game,Kim is more likely to overspend than Jay,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely to justify spending than Jay,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely to buy clothes than Jay,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely to say “I have nothing to wear” than Jay,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely to take longer getting ready than Jay,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely to check herself in mirrors than Jay,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely to take selfies than Jay,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely to post on social media than Jay,Lifestyle,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely to stalk people online than Jay,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely to re-read messages than Jay,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely to analyse texts than Jay,Lifestyle,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely to expect replies quickly than Jay,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely to double text than Jay,Lifestyle,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely to get annoyed at slow replies than Jay,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely to win a staring contest than Jay,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely to laugh at the wrong moment than Jay,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely to embarrass Jay in public than he is her,Personality,True or False,True | False,,TRUE,3,awkward,lifestyle,"awkward, embarrassing, fun, lifestyle",,,embarrassment-risk,"true-false, date-night, normal",deep-connection,lifestyle,
Questions,Normal Game,Kim is more likely to get away with being cheeky than Jay,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely to push limits for fun than Jay,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely to get Jay in trouble than he gets her,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely to enjoy attention more than Jay,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely to be the centre of attention than Jay,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely to get compliments than Jay,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely to remember details than Jay,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely to use things against Jay later than he does her,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely to win overall in the relationship than Jay,Personality,True or False,True | False,,TRUE,3,romantic,romance,"romantic, memories, future, fun",,,,"true-false, date-night, normal",romantic-moment,memories,
Questions,Normal Game,Jay is more likely than Kim to start flirting at the worst possible time,Sexual,True or False,True | False,,TRUE,4,savage,lifestyle,"savage, fun, lifestyle, general",,,argument-risk,"true-false, spicy-night, final-round",spicy-escalation,lifestyle,
Questions,Normal Game,Kim is more likely than Jay to turn a normal cuddle into something more,Sexual,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay is more likely than Kim to make the first move after an argument,Sexual,True or False,True | False,,TRUE,4,savage,lifestyle,"savage, fun, lifestyle, general",,,argument-risk,"true-false, spicy-night, final-round",spicy-escalation,lifestyle,
Questions,Normal Game,Kim is more likely than Jay to tease without following through straight away,Sexual,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay is more likely than Kim to suggest something risky,Sexual,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely than Jay to enjoy being chased,Sexual,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay is more likely than Kim to want intimacy at random times,Sexual,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely than Jay to take longer to get in the mood,Sexual,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay is more likely than Kim to be obvious when he is turned on,Sexual,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely than Jay to pretend she is not in the mood when she is,Sexual,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay is more likely than Kim to bring up something sexual during the day,Sexual,True or False,True | False,,TRUE,4,spicy,sex,"sex-life, hot, attraction, spicy",,,,"true-false, spicy-night, final-round",spicy-escalation,bedroom-intimacy,
Questions,Normal Game,Kim is more likely than Jay to enjoy teasing messages,Sexual,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay is more likely than Kim to be impatient in the bedroom,Sexual,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely than Jay to prefer a build-up over rushing,Sexual,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay is more likely than Kim to suggest doing it somewhere different,Sexual,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely than Jay to surprise the other in the bedroom,Sexual,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay is more likely than Kim to get distracted by how good the other looks,Sexual,True or False,True | False,,TRUE,3,emotional,lifestyle,"confidence, emotional, fun, lifestyle",,,,"true-false, date-night, normal",deep-connection,confidence-risk,
Questions,Normal Game,Kim is more likely than Jay to know exactly how to get what she wants,Sexual,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay is more likely than Kim to want a quickie,Sexual,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely than Jay to prefer taking her time,Sexual,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay is more likely than Kim to talk dirty first,Sexual,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely than Jay to make the other blush,Sexual,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay is more likely than Kim to initiate after a night out,Sexual,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely than Jay to be more confident once things start,Sexual,True or False,True | False,,TRUE,3,emotional,lifestyle,"confidence, emotional, fun, lifestyle",,,,"true-false, date-night, normal",deep-connection,confidence-risk,
Questions,Normal Game,Jay is more likely than Kim to want to try a fantasy first,Sexual,True or False,True | False,,TRUE,4,spicy,sex,"sex-life, hot, attraction, spicy",,,,"true-false, spicy-night, final-round",spicy-escalation,bedroom-intimacy,
Questions,Normal Game,Kim is more likely than Jay to keep a fantasy to herself,Sexual,True or False,True | False,,TRUE,4,spicy,sex,"sex-life, hot, attraction, spicy",,,,"true-false, spicy-night, final-round",spicy-escalation,bedroom-intimacy,
Questions,Normal Game,Jay is more likely than Kim to ask for what he wants directly,Sexual,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely than Jay to hint instead of saying it outright,Sexual,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay is more likely than Kim to get turned on by compliments,Sexual,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely than Jay to get turned on by attention,Sexual,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay is more likely than Kim to be louder,Sexual,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely than Jay to be harder to read in bed,Sexual,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay is more likely than Kim to prefer lights on,Sexual,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely than Jay to prefer setting the mood first,Sexual,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay is more likely than Kim to send a risky message first,Sexual,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely than Jay to make a risky message sound innocent,Sexual,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay is more likely than Kim to want intimacy after a compliment,Sexual,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely than Jay to enjoy being complimented during intimacy,Sexual,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay is more likely than Kim to be more dominant,Sexual,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely than Jay to take control when she wants to,Sexual,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay is more likely than Kim to be more predictable in bed,Sexual,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely than Jay to keep the other guessing,Sexual,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay is more likely than Kim to get carried away,Sexual,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely than Jay to act innocent when she is not,Sexual,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay is more likely than Kim to want affection after sex,Sexual,True or False,True | False,,TRUE,4,spicy,sex,"sex-life, hot, attraction, spicy",,,,"true-false, spicy-night, final-round",spicy-escalation,bedroom-intimacy,
Questions,Normal Game,Kim is more likely than Jay to want cuddles after intimacy,Sexual,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay is more likely than Kim to make a sexual joke in public,Sexual,True or False,True | False,,TRUE,4,spicy,sex,"sex-life, hot, attraction, spicy",,,,"true-false, spicy-night, final-round",spicy-escalation,bedroom-intimacy,
Questions,Normal Game,Kim is more likely than Jay to secretly enjoy sexual jokes more,Sexual,True or False,True | False,,TRUE,4,spicy,sex,"sex-life, hot, attraction, spicy",,,,"true-false, spicy-night, final-round",spicy-escalation,bedroom-intimacy,
Questions,Normal Game,Jay is more likely than Kim to reveal too much about their sex life,Sexual,True or False,True | False,,TRUE,4,spicy,sex,"sex-life, hot, attraction, spicy",,,,"true-false, spicy-night, final-round",spicy-escalation,bedroom-intimacy,
Questions,Normal Game,Kim is more likely than Jay to keep bedroom details private,Sexual,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay is more likely than Kim to get annoyed when plans change,Personality,True or False,True | False,,TRUE,2,playful,future,"future, fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,future-plans,
Questions,Normal Game,Kim is more likely than Jay to notice tiny changes in mood,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay is more likely than Kim to act calm while secretly stressed,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely than Jay to read too much into a message,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay is more likely than Kim to say something without thinking,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely than Jay to remember the exact words from an argument,Personality,True or False,True | False,,TRUE,4,savage,lifestyle,"savage, fun, lifestyle, general",,,argument-risk,"true-false, spicy-night, final-round",spicy-escalation,lifestyle,
Questions,Normal Game,Jay is more likely than Kim to make a joke at the wrong time,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely than Jay to win by staying quiet,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay is more likely than Kim to get bored halfway through a task,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely than Jay to finish something properly once started,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay is more likely than Kim to pretend he knows what he is doing,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely than Jay to call out nonsense immediately,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay is more likely than Kim to be stubborn even when wrong,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely than Jay to prove a point with evidence,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay is more likely than Kim to laugh during a serious conversation,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely than Jay to take things personally,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay is more likely than Kim to try and fix a problem straight away,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely than Jay to want to talk things through first,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay is more likely than Kim to forget what he walked into a room for,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely than Jay to remember small details from months ago,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay is more likely than Kim to get competitive over something silly,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely than Jay to act like she is not competitive when she is,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay is more likely than Kim to make impulsive decisions,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Kim is more likely than Jay to think through every possible outcome,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay is more likely than Kim to say sorry just to end the argument,Personality,True or False,True | False,,TRUE,4,savage,lifestyle,"savage, fun, lifestyle, general",,,argument-risk,"true-false, spicy-night, final-round",spicy-escalation,lifestyle,
Questions,Normal Game,Kim is more likely than Jay to want the apology to be specific,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay is more likely than Kim to be dramatic when ill,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
