Sheet Name,Source Row,Kept Row,Question,Question Type,Category,Options,Removal Reason
True or False,970,170,Jay enjoys being unpredictable in relationships but would play it off as nothing.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,971,171,Kim would test the other person without them knowing but would play it off as nothing.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,972,172,Jay has acted more confident than they felt but would play it off as nothing.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,973,173,Kim enjoys attention more than they admit but would play it off as nothing.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,974,174,Jay would struggle to admit being wrong but would play it off as nothing.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,975,175,Kim has done something purely for the thrill but would play it off as nothing.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,976,176,Jay enjoys teasing and creating tension but would play it off as nothing.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,977,177,Kim would get jealous but try to hide it but would play it off as nothing.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,978,178,Jay has imagined a different version of their life but would play it off as nothing.,True or False,Hypotheticals,True | False,Exact duplicate question text in the same sheet.
True or False,979,179,Kim enjoys having control in situations but would play it off as nothing.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,980,180,Jay would break routine for excitement but would play it off as nothing.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,981,181,Kim has kept a secret they’ve never shared but would play it off as nothing.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,982,182,Jay would secretly enjoy a bit of jealousy in a relationship even if it crossed a line slightly.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,983,183,Kim has been tempted by someone they shouldn't have been even if it crossed a line slightly.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,984,184,Jay would flirt just to test their confidence even if it crossed a line slightly.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,985,185,Kim has imagined a risky scenario with someone else even if it crossed a line slightly.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,986,186,Jay enjoys pushing boundaries in subtle ways even if it crossed a line slightly.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,987,187,Kim has kept something back to stay in control even if it crossed a line slightly.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,988,188,Jay would take a risk if the moment felt exciting even if it crossed a line slightly.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,989,189,Kim has replayed a moment wishing they acted differently even if it crossed a line slightly.,True or False,Memories,True | False,Exact duplicate question text in the same sheet.
True or False,990,190,Jay enjoys being unpredictable in relationships even if it crossed a line slightly.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,991,191,Kim would test the other person without them knowing even if it crossed a line slightly.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,992,192,Jay has acted more confident than they felt even if it crossed a line slightly.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,993,193,Kim enjoys attention more than they admit even if it crossed a line slightly.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,994,194,Jay would struggle to admit being wrong even if it crossed a line slightly.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,995,195,Kim has done something purely for the thrill even if it crossed a line slightly.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,996,196,Jay enjoys teasing and creating tension even if it crossed a line slightly.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,997,197,Kim would get jealous but try to hide it even if it crossed a line slightly.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,998,198,Jay has imagined a different version of their life even if it crossed a line slightly.,True or False,Hypotheticals,True | False,Exact duplicate question text in the same sheet.
True or False,999,199,Kim enjoys having control in situations even if it crossed a line slightly.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1000,200,Jay would break routine for excitement even if it crossed a line slightly.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1001,201,Kim has kept a secret they’ve never shared even if it crossed a line slightly.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1002,2,Jay would secretly enjoy a bit of jealousy in a relationship even if it caused tension.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1003,3,Kim has been tempted by someone they shouldn't have been even if it caused tension.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1004,4,Jay would flirt just to test their confidence even if it caused tension.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1005,5,Kim has imagined a risky scenario with someone else even if it caused tension.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1006,6,Jay enjoys pushing boundaries in subtle ways even if it caused tension.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1007,7,Kim has kept something back to stay in control even if it caused tension.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1008,8,Jay would take a risk if the moment felt exciting even if it caused tension.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1009,9,Kim has replayed a moment wishing they acted differently even if it caused tension.,True or False,Memories,True | False,Exact duplicate question text in the same sheet.
True or False,1010,10,Jay enjoys being unpredictable in relationships even if it caused tension.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1011,11,Kim would test the other person without them knowing even if it caused tension.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1012,12,Jay has acted more confident than they felt even if it caused tension.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1013,13,Kim enjoys attention more than they admit even if it caused tension.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1014,14,Jay would struggle to admit being wrong even if it caused tension.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1015,15,Kim has done something purely for the thrill even if it caused tension.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1016,16,Jay enjoys teasing and creating tension even if it caused tension.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1017,17,Kim would get jealous but try to hide it even if it caused tension.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1018,18,Jay has imagined a different version of their life even if it caused tension.,True or False,Hypotheticals,True | False,Exact duplicate question text in the same sheet.
True or False,1019,19,Kim enjoys having control in situations even if it caused tension.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1020,20,Jay would break routine for excitement even if it caused tension.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1021,21,Kim has kept a secret they’ve never shared even if it caused tension.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1022,22,Jay would secretly enjoy a bit of jealousy in a relationship and wouldn't admit it straight away.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1023,23,Kim has been tempted by someone they shouldn't have been and wouldn't admit it straight away.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1024,24,Jay would flirt just to test their confidence and wouldn't admit it straight away.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1025,25,Kim has imagined a risky scenario with someone else and wouldn't admit it straight away.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1026,26,Jay enjoys pushing boundaries in subtle ways and wouldn't admit it straight away.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1027,27,Kim has kept something back to stay in control and wouldn't admit it straight away.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1028,28,Jay would take a risk if the moment felt exciting and wouldn't admit it straight away.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1029,29,Kim has replayed a moment wishing they acted differently and wouldn't admit it straight away.,True or False,Memories,True | False,Exact duplicate question text in the same sheet.
True or False,1030,30,Jay enjoys being unpredictable in relationships and wouldn't admit it straight away.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1031,31,Kim would test the other person without them knowing and wouldn't admit it straight away.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1032,32,Jay has acted more confident than they felt and wouldn't admit it straight away.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1033,33,Kim enjoys attention more than they admit and wouldn't admit it straight away.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1034,34,Jay would struggle to admit being wrong and wouldn't admit it straight away.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1035,35,Kim has done something purely for the thrill and wouldn't admit it straight away.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1036,36,Jay enjoys teasing and creating tension and wouldn't admit it straight away.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1037,37,Kim would get jealous but try to hide it and wouldn't admit it straight away.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1038,38,Jay has imagined a different version of their life and wouldn't admit it straight away.,True or False,Hypotheticals,True | False,Exact duplicate question text in the same sheet.
True or False,1039,39,Kim enjoys having control in situations and wouldn't admit it straight away.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1040,40,Jay would break routine for excitement and wouldn't admit it straight away.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1041,41,Kim has kept a secret they’ve never shared and wouldn't admit it straight away.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1042,42,Jay would secretly enjoy a bit of jealousy in a relationship especially in the right situation.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1043,43,Kim has been tempted by someone they shouldn't have been especially in the right situation.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1044,44,Jay would flirt just to test their confidence especially in the right situation.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1045,45,Kim has imagined a risky scenario with someone else especially in the right situation.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1046,46,Jay enjoys pushing boundaries in subtle ways especially in the right situation.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1047,47,Kim has kept something back to stay in control especially in the right situation.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1048,48,Jay would take a risk if the moment felt exciting especially in the right situation.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1049,49,Kim has replayed a moment wishing they acted differently especially in the right situation.,True or False,Memories,True | False,Exact duplicate question text in the same sheet.
True or False,1050,50,Jay enjoys being unpredictable in relationships especially in the right situation.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1051,51,Kim would test the other person without them knowing especially in the right situation.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1052,52,Jay has acted more confident than they felt especially in the right situation.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1053,53,Kim enjoys attention more than they admit especially in the right situation.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1054,54,Jay would struggle to admit being wrong especially in the right situation.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1055,55,Kim has done something purely for the thrill especially in the right situation.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1056,56,Jay enjoys teasing and creating tension especially in the right situation.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1057,57,Kim would get jealous but try to hide it especially in the right situation.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1058,58,Jay has imagined a different version of their life especially in the right situation.,True or False,Hypotheticals,True | False,Exact duplicate question text in the same sheet.
True or False,1059,59,Kim enjoys having control in situations especially in the right situation.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1060,60,Jay would break routine for excitement especially in the right situation.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1061,61,Kim has kept a secret they’ve never shared especially in the right situation.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1062,62,Jay would secretly enjoy a bit of jealousy in a relationship if they knew they wouldn't get caught.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1063,63,Kim has been tempted by someone they shouldn't have been if they knew they wouldn't get caught.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1064,64,Jay would flirt just to test their confidence if they knew they wouldn't get caught.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1065,65,Kim has imagined a risky scenario with someone else if they knew they wouldn't get caught.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1066,66,Jay enjoys pushing boundaries in subtle ways if they knew they wouldn't get caught.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1067,67,Kim has kept something back to stay in control if they knew they wouldn't get caught.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1068,68,Jay would take a risk if the moment felt exciting if they knew they wouldn't get caught.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1069,69,Kim has replayed a moment wishing they acted differently if they knew they wouldn't get caught.,True or False,Memories,True | False,Exact duplicate question text in the same sheet.
True or False,1070,70,Jay enjoys being unpredictable in relationships if they knew they wouldn't get caught.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1071,71,Kim would test the other person without them knowing if they knew they wouldn't get caught.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1072,72,Jay has acted more confident than they felt if they knew they wouldn't get caught.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1073,73,Kim enjoys attention more than they admit if they knew they wouldn't get caught.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1074,74,Jay would struggle to admit being wrong if they knew they wouldn't get caught.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1075,75,Kim has done something purely for the thrill if they knew they wouldn't get caught.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1076,76,Jay enjoys teasing and creating tension if they knew they wouldn't get caught.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1077,77,Kim would get jealous but try to hide it if they knew they wouldn't get caught.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1078,78,Jay has imagined a different version of their life if they knew they wouldn't get caught.,True or False,Hypotheticals,True | False,Exact duplicate question text in the same sheet.
True or False,1079,79,Kim enjoys having control in situations if they knew they wouldn't get caught.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1080,80,Jay would break routine for excitement if they knew they wouldn't get caught.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1081,81,Kim has kept a secret they’ve never shared if they knew they wouldn't get caught.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1082,82,Jay would secretly enjoy a bit of jealousy in a relationship even if it made things complicated.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1083,83,Kim has been tempted by someone they shouldn't have been even if it made things complicated.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1084,84,Jay would flirt just to test their confidence even if it made things complicated.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1085,85,Kim has imagined a risky scenario with someone else even if it made things complicated.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1086,86,Jay enjoys pushing boundaries in subtle ways even if it made things complicated.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1087,87,Kim has kept something back to stay in control even if it made things complicated.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1088,88,Jay would take a risk if the moment felt exciting even if it made things complicated.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1089,89,Kim has replayed a moment wishing they acted differently even if it made things complicated.,True or False,Memories,True | False,Exact duplicate question text in the same sheet.
True or False,1090,90,Jay enjoys being unpredictable in relationships even if it made things complicated.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1091,91,Kim would test the other person without them knowing even if it made things complicated.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1092,92,Jay has acted more confident than they felt even if it made things complicated.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1093,93,Kim enjoys attention more than they admit even if it made things complicated.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1094,94,Jay would struggle to admit being wrong even if it made things complicated.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1095,95,Kim has done something purely for the thrill even if it made things complicated.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1096,96,Jay enjoys teasing and creating tension even if it made things complicated.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1097,97,Kim would get jealous but try to hide it even if it made things complicated.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1098,98,Jay has imagined a different version of their life even if it made things complicated.,True or False,Hypotheticals,True | False,Exact duplicate question text in the same sheet.
True or False,1099,99,Kim enjoys having control in situations even if it made things complicated.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1100,100,Jay would break routine for excitement even if it made things complicated.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1101,101,Kim has kept a secret they’ve never shared even if it made things complicated.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1102,102,Jay would secretly enjoy a bit of jealousy in a relationship just to see what would happen.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1103,103,Kim has been tempted by someone they shouldn't have been just to see what would happen.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1104,104,Jay would flirt just to test their confidence just to see what would happen.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1105,105,Kim has imagined a risky scenario with someone else just to see what would happen.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1106,106,Jay enjoys pushing boundaries in subtle ways just to see what would happen.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1107,107,Kim has kept something back to stay in control just to see what would happen.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1108,108,Jay would take a risk if the moment felt exciting just to see what would happen.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1109,109,Kim has replayed a moment wishing they acted differently just to see what would happen.,True or False,Memories,True | False,Exact duplicate question text in the same sheet.
True or False,1110,110,Jay enjoys being unpredictable in relationships just to see what would happen.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1111,111,Kim would test the other person without them knowing just to see what would happen.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1112,112,Jay has acted more confident than they felt just to see what would happen.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1113,113,Kim enjoys attention more than they admit just to see what would happen.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1114,114,Jay would struggle to admit being wrong just to see what would happen.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1115,115,Kim has done something purely for the thrill just to see what would happen.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1116,116,Jay enjoys teasing and creating tension just to see what would happen.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1117,117,Kim would get jealous but try to hide it just to see what would happen.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1118,118,Jay has imagined a different version of their life just to see what would happen.,True or False,Hypotheticals,True | False,Exact duplicate question text in the same sheet.
True or False,1119,119,Kim enjoys having control in situations just to see what would happen.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1120,120,Jay would break routine for excitement just to see what would happen.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1121,121,Kim has kept a secret they’ve never shared just to see what would happen.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1122,122,Jay would secretly enjoy a bit of jealousy in a relationship without fully thinking it through.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1123,123,Kim has been tempted by someone they shouldn't have been without fully thinking it through.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1124,124,Jay would flirt just to test their confidence without fully thinking it through.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1125,125,Kim has imagined a risky scenario with someone else without fully thinking it through.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1126,126,Jay enjoys pushing boundaries in subtle ways without fully thinking it through.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1127,127,Kim has kept something back to stay in control without fully thinking it through.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1128,128,Jay would take a risk if the moment felt exciting without fully thinking it through.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1129,129,Kim has replayed a moment wishing they acted differently without fully thinking it through.,True or False,Memories,True | False,Exact duplicate question text in the same sheet.
True or False,1130,130,Jay enjoys being unpredictable in relationships without fully thinking it through.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1131,131,Kim would test the other person without them knowing without fully thinking it through.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1132,132,Jay has acted more confident than they felt without fully thinking it through.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1133,133,Kim enjoys attention more than they admit without fully thinking it through.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1134,134,Jay would struggle to admit being wrong without fully thinking it through.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1135,135,Kim has done something purely for the thrill without fully thinking it through.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1136,136,Jay enjoys teasing and creating tension without fully thinking it through.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1137,137,Kim would get jealous but try to hide it without fully thinking it through.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1138,138,Jay has imagined a different version of their life without fully thinking it through.,True or False,Hypotheticals,True | False,Exact duplicate question text in the same sheet.
True or False,1139,139,Kim enjoys having control in situations without fully thinking it through.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1140,140,Jay would break routine for excitement without fully thinking it through.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1141,141,Kim has kept a secret they’ve never shared without fully thinking it through.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1142,142,Jay would secretly enjoy a bit of jealousy in a relationship and secretly enjoyed it.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1143,143,Kim has been tempted by someone they shouldn't have been and secretly enjoyed it.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1144,144,Jay would flirt just to test their confidence and secretly enjoyed it.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1145,145,Kim has imagined a risky scenario with someone else and secretly enjoyed it.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1146,146,Jay enjoys pushing boundaries in subtle ways and secretly enjoyed it.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1147,147,Kim has kept something back to stay in control and secretly enjoyed it.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1148,148,Jay would take a risk if the moment felt exciting and secretly enjoyed it.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1149,149,Kim has replayed a moment wishing they acted differently and secretly enjoyed it.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1150,150,Jay enjoys being unpredictable in relationships and secretly enjoyed it.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1151,151,Kim would test the other person without them knowing and secretly enjoyed it.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1152,152,Jay has acted more confident than they felt and secretly enjoyed it.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1153,153,Kim enjoys attention more than they admit and secretly enjoyed it.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1154,154,Jay would struggle to admit being wrong and secretly enjoyed it.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1155,155,Kim has done something purely for the thrill and secretly enjoyed it.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1156,156,Jay enjoys teasing and creating tension and secretly enjoyed it.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1157,157,Kim would get jealous but try to hide it and secretly enjoyed it.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1158,158,Jay has imagined a different version of their life and secretly enjoyed it.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1159,159,Kim enjoys having control in situations and secretly enjoyed it.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1160,160,Jay would break routine for excitement and secretly enjoyed it.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1161,161,Kim has kept a secret they’ve never shared and secretly enjoyed it.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1162,162,Jay would secretly enjoy a bit of jealousy in a relationship but would play it off as nothing.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1163,163,Kim has been tempted by someone they shouldn't have been but would play it off as nothing.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1164,164,Jay would flirt just to test their confidence but would play it off as nothing.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1165,165,Kim has imagined a risky scenario with someone else but would play it off as nothing.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1166,166,Jay enjoys pushing boundaries in subtle ways but would play it off as nothing.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1167,167,Kim has kept something back to stay in control but would play it off as nothing.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1168,168,Jay would take a risk if the moment felt exciting but would play it off as nothing.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1169,169,Kim has replayed a moment wishing they acted differently but would play it off as nothing.,True or False,Memories,True | False,Exact duplicate question text in the same sheet.
True or False,1170,170,Jay enjoys being unpredictable in relationships but would play it off as nothing.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1171,171,Kim would test the other person without them knowing but would play it off as nothing.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1172,172,Jay has acted more confident than they felt but would play it off as nothing.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1173,173,Kim enjoys attention more than they admit but would play it off as nothing.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1174,174,Jay would struggle to admit being wrong but would play it off as nothing.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1175,175,Kim has done something purely for the thrill but would play it off as nothing.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1176,176,Jay enjoys teasing and creating tension but would play it off as nothing.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1177,177,Kim would get jealous but try to hide it but would play it off as nothing.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1178,178,Jay has imagined a different version of their life but would play it off as nothing.,True or False,Hypotheticals,True | False,Exact duplicate question text in the same sheet.
True or False,1179,179,Kim enjoys having control in situations but would play it off as nothing.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1180,180,Jay would break routine for excitement but would play it off as nothing.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1181,181,Kim has kept a secret they’ve never shared but would play it off as nothing.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
