Sheet,Game,Question,Category,Question Type,Options,Correct Answer,Active,Intensity,Tone,Relationship Area,Tags,Notes,Memory Lane Mode,Avoid If,Game Suitability,AI Use Case,Repeat Group,Original Sheet,Original Question Type
Quiz,Quick Fire Quiz,What is the capital of Austria?,Geography,Multiple Choice,Yerevan | Honiara | Moroni | Vienna,Vienna,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,What is the capital of Saint Pierre and Miquelon?,Geography,Multiple Choice,Saint-Pierre | Abu Dhabi | Basseterre | Malé,Saint-Pierre,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,What is the capital of Qatar?,Geography,Multiple Choice,Malabo | Saipan | Bogotá | Doha,Doha,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,Which language is primarily spoken in New Caledonia?,Geography,Multiple Choice,sm | fr | so | kl,fr,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,Which country has the capital Manama?,Geography,Multiple Choice,Bahrain | Colombia | Lesotho | Eritrea,Bahrain,TRUE,2,playful,future,"future, travel, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,future-plans,,
Quiz,Quick Fire Quiz,On which continent is French Polynesia located?,Geography,Multiple Choice,Oceania | Americas | Africa | Asia,Oceania,TRUE,2,playful,future,"future, travel, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,future-plans,,
Quiz,Quick Fire Quiz,What is the currency of Hong Kong?,Geography,Multiple Choice,BGN | BBD | SDG | HKD,HKD,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,Which of the following countries shares a border with Hungary?,Geography,Multiple Choice,Colombia | Malta | Saint Pierre and Miquelon | ROU,ROU,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,Which language is primarily spoken in Finland?,Geography,Multiple Choice,fo | ja | fi | en,fi,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,Which country has the capital Moscow?,Geography,Multiple Choice,Guam | Russian Federation | Seychelles | China,Russian Federation,TRUE,2,playful,future,"future, travel, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,future-plans,,
Quiz,Quick Fire Quiz,What is the capital of Nepal?,Geography,Multiple Choice,Vientiane | Monrovia | Kathmandu | Yaoundé,Kathmandu,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,What is the capital of Indonesia?,Geography,Multiple Choice,Flying Fish Cove | Lusaka | Jakarta | Vienna,Jakarta,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,On which continent is Afghanistan located?,Geography,Multiple Choice,Americas | Europe | Africa | Asia,Asia,TRUE,2,playful,future,"future, travel, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,future-plans,,
Quiz,Quick Fire Quiz,Which of the following countries shares a border with United States?,Geography,Multiple Choice,CAN | Togo | United Arab Emirates | French Guiana,CAN,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,What is the capital of Vanuatu?,Geography,Multiple Choice,Fakaofo | Ottawa | Madrid | Port Vila,Port Vila,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,What is the currency of Georgia?,Geography,Multiple Choice,GEL | AFN | MNT | KGS,GEL,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,What is the currency of Spain?,Geography,Multiple Choice,SYP | CHE | EUR | TND,EUR,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,On which continent is Nauru located?,Geography,Multiple Choice,Africa | Oceania | Europe | Asia,Oceania,TRUE,2,playful,future,"future, travel, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,future-plans,,
Quiz,Quick Fire Quiz,Which country has the capital Ottawa?,Geography,Multiple Choice,Israel | New Zealand | Canada | Mongolia,Canada,TRUE,2,playful,future,"future, travel, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,future-plans,,
Quiz,Quick Fire Quiz,Which of the following countries shares a border with Bangladesh?,Geography,Multiple Choice,Tokelau | IND | Indonesia | Guyana,IND,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,What is the currency of Benin?,Geography,Multiple Choice,PAB | XOF | SRD | GEL,XOF,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,What is the currency of Northern Mariana Islands?,Geography,Multiple Choice,XAF | LRD | USD | HTG,USD,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,On which continent is Croatia located?,Geography,Multiple Choice,Europe | Oceania | Africa | Americas,Europe,TRUE,2,playful,future,"future, travel, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,future-plans,,
Quiz,Quick Fire Quiz,On which continent is Trinidad and Tobago located?,Geography,Multiple Choice,Europe | Americas | Asia | Oceania,Americas,TRUE,2,playful,future,"future, travel, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,future-plans,,
Quiz,Quick Fire Quiz,On which continent is Guernsey located?,Geography,Multiple Choice,Oceania | Africa | Asia | Europe,Europe,TRUE,2,playful,future,"future, travel, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,future-plans,,
Quiz,Quick Fire Quiz,Which language is primarily spoken in Jordan?,Geography,Multiple Choice,dv | be | bs | ar,ar,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,What is the currency of Cameroon?,Geography,Multiple Choice,CUC | EGP | SBD | XAF,XAF,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,What is the currency of Puerto Rico?,Geography,Multiple Choice,KMF | USD | AMD | HRK,USD,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,What is the capital of Ethiopia?,Geography,Multiple Choice,St. Peter Port | Addis Ababa | Djibouti | Ljubljana,Addis Ababa,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,Which country is most closely associated with Empanada?,Food,Multiple Choice,Argentina | Italy | South Korea | USA,Argentina,TRUE,2,playful,future,"future, travel, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,future-plans,,
Quiz,Quick Fire Quiz,Which language is primarily spoken in Isle of Man?,Geography,Multiple Choice,en | be | uk | lt,en,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,What is the currency of Malta?,Geography,Multiple Choice,SYP | DZD | BRL | EUR,EUR,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,Honey never spoils.,Everyday,True or False,TRUE | FALSE,TRUE,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,Which language is primarily spoken in Ecuador?,Geography,Multiple Choice,ka | ps | en | es,es,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,What is the capital of El Salvador?,Geography,Multiple Choice,Wellington | Nouméa | Abu Dhabi | San Salvador,San Salvador,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,What is the capital of Bangladesh?,Geography,Multiple Choice,Dhaka | Papeetē | Vilnius | New Delhi,Dhaka,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,Which country has the capital Khartoum?,Geography,Multiple Choice,Sudan | Guadeloupe | Malawi | South Sudan,Sudan,TRUE,2,playful,future,"future, travel, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,future-plans,,
Quiz,Quick Fire Quiz,Which of the following countries shares a border with Belgium?,Geography,Multiple Choice,DEU | Kenya | Switzerland | Yemen,DEU,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,What is the capital of Burundi?,Geography,Multiple Choice,Bujumbura | Copenhagen | Lomé | Fort-de-France,Bujumbura,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,What is the capital of Cameroon?,Geography,Multiple Choice,Cairo | Brasília | Yaoundé | Malé,Yaoundé,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,On which continent is Rwanda located?,Geography,Multiple Choice,Asia | Americas | Africa | Oceania,Africa,TRUE,2,playful,future,"future, travel, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,future-plans,,
Quiz,Quick Fire Quiz,The Loch Ness Monster has been proven to exist.,Everyday,True or False,TRUE | FALSE,FALSE,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,Which language is primarily spoken in Belarus?,Geography,Multiple Choice,dz | hu | be | km,be,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,Which of the following countries shares a border with Lebanon?,Geography,Multiple Choice,Ecuador | Panama | French Polynesia | ISR,ISR,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,Which country has the capital Port Vila?,Geography,Multiple Choice,Denmark | Yemen | Cayman Islands | Vanuatu,Vanuatu,TRUE,2,playful,future,"future, travel, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,future-plans,,
Quiz,Quick Fire Quiz,Which country has the capital Roseau?,Geography,Multiple Choice,Dominica | Finland | British Indian Ocean Territory | Liechtenstein,Dominica,TRUE,2,playful,future,"future, travel, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,future-plans,,
Quiz,Quick Fire Quiz,What is the capital of Haiti?,Geography,Multiple Choice,N'Djamena | Belgrade | Port-au-Prince | Minsk,Port-au-Prince,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,Which language is primarily spoken in Tajikistan?,Geography,Multiple Choice,tg | sv | si | fr,tg,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,Goldfish have a memory span of only three seconds.,Everyday,True or False,TRUE | FALSE,FALSE,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,On which continent is Peru located?,Geography,Multiple Choice,Americas | Oceania | Asia | Africa,Americas,TRUE,2,playful,future,"future, travel, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,future-plans,,
Quiz,Quick Fire Quiz,What is the capital of Kenya?,Geography,Multiple Choice,Port Vila | Nairobi | Astana | Montevideo,Nairobi,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,Which country has the capital West Island?,Geography,Multiple Choice,Cocos (Keeling) Islands | Anguilla | France | Morocco,Cocos (Keeling) Islands,TRUE,2,playful,future,"future, travel, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,future-plans,,
Quiz,Quick Fire Quiz,Which language is primarily spoken in Gabon?,Geography,Multiple Choice,uz | he | fr | hi,fr,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,What is the currency of Vanuatu?,Geography,Multiple Choice,SDG | SVC | AOA | VUV,VUV,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,On which continent is Faroe Islands located?,Geography,Multiple Choice,Asia | Europe | Africa | Americas,Europe,TRUE,2,playful,future,"future, travel, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,future-plans,,
Quiz,Quick Fire Quiz,Which language is primarily spoken in Bhutan?,Geography,Multiple Choice,dz | rs | he | mn,dz,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,Which country is most closely associated with Pierogi?,Food,Multiple Choice,Spain | Japan | New Zealand | Poland,Poland,TRUE,2,playful,future,"future, travel, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,future-plans,,
Quiz,Quick Fire Quiz,On which continent is Svalbard and Jan Mayen located?,Geography,Multiple Choice,Europe | Oceania | Africa | Asia,Europe,TRUE,2,playful,future,"future, travel, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,future-plans,,
Quiz,Quick Fire Quiz,Which of the following countries shares a border with Libya?,Geography,Multiple Choice,Somalia | TUN | France | Israel,TUN,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,What is the chemical symbol for Tin?,Science,Text Answer,,Sn,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,On which continent is Israel located?,Geography,Multiple Choice,Africa | Americas | Europe | Asia,Asia,TRUE,2,playful,future,"future, travel, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,future-plans,,
Quiz,Quick Fire Quiz,On which continent is Burkina Faso located?,Geography,Multiple Choice,Americas | Africa | Oceania | Europe,Africa,TRUE,2,playful,future,"future, travel, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,future-plans,,
Quiz,Quick Fire Quiz,Which of these words is a synonym of near?,Language,Multiple Choice,obscure | close | clever | youthful,close,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,What is the capital of Russian Federation?,Geography,Multiple Choice,Monrovia | Moscow | Islamabad | Vaduz,Moscow,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,What is the capital of Samoa?,Geography,Multiple Choice,Pretoria | Funafuti | Georgetown | Apia,Apia,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,What is the capital of Slovakia?,Geography,Multiple Choice,Helsinki | Bratislava | Hamilton | San Salvador,Bratislava,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,What is the capital of Palau?,Geography,Multiple Choice,Doha | Kigali | Asmara | Ngerulmud,Ngerulmud,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,Which language is primarily spoken in Uzbekistan?,Geography,Multiple Choice,rs | mn | bn | uz,uz,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,What does the acronym PDF stand for?,Technology,Text Answer,,Portable Document Format,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,Which language is primarily spoken in China?,Geography,Multiple Choice,zh | am | kk | lt,zh,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,What is the capital of Colombia?,Geography,Multiple Choice,Nairobi | Nouakchott | Rabat | Bogotá,Bogotá,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,What does the acronym RAM stand for?,Technology,Text Answer,,Random Access Memory,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,Which language is primarily spoken in Philippines?,Geography,Multiple Choice,lt | en | no | ky,en,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,Which country has the capital Porto-Novo?,Geography,Multiple Choice,Mali | Réunion | Wallis and Futuna | Benin,Benin,TRUE,2,playful,future,"future, travel, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,future-plans,,
Quiz,Quick Fire Quiz,Which of the following countries shares a border with Mali?,Geography,Multiple Choice,Nepal | BFA | Lesotho | Iraq,BFA,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,What is the currency of Brazil?,Geography,Multiple Choice,ETB | BMD | BRL | RSD,BRL,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,What is the capital of Saudi Arabia?,Geography,Multiple Choice,Riyadh | San Salvador | Fakaofo | Maputo,Riyadh,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,What is the currency of Montserrat?,Geography,Multiple Choice,BTN | XAF | TJS | XCD,XCD,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,Which language is primarily spoken in Norway?,Geography,Multiple Choice,el | no | en | tg,no,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,Which language is primarily spoken in Guatemala?,Geography,Multiple Choice,el | sv | es | uk,es,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,Which country is most closely associated with Croissant?,Food,Multiple Choice,Italy | Japan | Ukraine | France,France,TRUE,2,playful,future,"future, travel, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,future-plans,,
Quiz,Quick Fire Quiz,Which of these words is a synonym of love?,Language,Multiple Choice,amiable | gentle | quick | adore,adore,TRUE,3,romantic,romance,"romantic, memories, future, fun",,,,"date-night, normal",romantic-moment,memories,,
Quiz,Quick Fire Quiz,Which language is primarily spoken in Ukraine?,Geography,Multiple Choice,sm | en | bs | uk,uk,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,What is the currency of Tuvalu?,Geography,Multiple Choice,SEK | SAR | AUD | NZD,AUD,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,On which continent is Monaco located?,Geography,Multiple Choice,Africa | Oceania | Asia | Europe,Europe,TRUE,2,playful,future,"future, travel, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,future-plans,,
Quiz,Quick Fire Quiz,Which country has the capital Beijing?,Geography,Multiple Choice,Austria | Kiribati | China | Christmas Island,China,TRUE,2,playful,future,"future, travel, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,future-plans,,
Quiz,Quick Fire Quiz,Which of the following countries shares a border with Western Sahara?,Geography,Multiple Choice,France | MAR | Cocos (Keeling) Islands | Namibia,MAR,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,Which country has the capital Montevideo?,Geography,Multiple Choice,Nigeria | Bosnia and Herzegovina | Uruguay | Burundi,Uruguay,TRUE,2,playful,future,"future, travel, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,future-plans,,
Quiz,Quick Fire Quiz,On which continent is Egypt located?,Geography,Multiple Choice,Americas | Europe | Asia | Africa,Africa,TRUE,2,playful,future,"future, travel, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,future-plans,,
Quiz,Quick Fire Quiz,What is the capital of Costa Rica?,Geography,Multiple Choice,San José | Paris | Beijing | Colombo,San José,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,Which language is primarily spoken in Guyana?,Geography,Multiple Choice,lo | id | ka | en,en,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,Which of the following countries shares a border with Ecuador?,Geography,Multiple Choice,PER | Nicaragua | Lithuania | Tuvalu,PER,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,On which continent is Albania located?,Geography,Multiple Choice,Europe | Americas | Africa | Asia,Europe,TRUE,2,playful,future,"future, travel, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,future-plans,,
Quiz,Quick Fire Quiz,The longest river in the world is the Amazon River.,Everyday,True or False,TRUE | FALSE,FALSE,TRUE,2,playful,future,"future, travel, lifestyle, fun",,,,"true-false, quick-fire, warm-up",funny-break,future-plans,,
Quiz,Quick Fire Quiz,Which country has the capital City of Victoria?,Geography,Multiple Choice,American Samoa | Saint Pierre and Miquelon | Hong Kong | Lebanon,Hong Kong,TRUE,2,playful,future,"future, travel, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,future-plans,,
Quiz,Quick Fire Quiz,What is the currency of Barbados?,Geography,Multiple Choice,SLL | GYD | MNT | BBD,BBD,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,What is the capital of Solomon Islands?,Geography,Multiple Choice,Bratislava | Dhaka | Tórshavn | Honiara,Honiara,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,What is the currency of Qatar?,Geography,Multiple Choice,KGS | GIP | RUB | QAR,QAR,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,What is the currency of Suriname?,Geography,Multiple Choice,XCD | KYD | MZN | SRD,SRD,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,Which country has the capital London?,Geography,Multiple Choice,United Kingdom | Uganda | Suriname | Bangladesh,United Kingdom,TRUE,2,playful,future,"future, travel, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,future-plans,,
Quiz,Quick Fire Quiz,Which of these words is a synonym of bright?,Language,Multiple Choice,furious | brilliant | sorrowful | unkind,brilliant,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,What is the chemical symbol for Silicon?,Science,Text Answer,,Si,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,Which language is primarily spoken in San Marino?,Geography,Multiple Choice,fi | kl | it | lo,it,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,On which continent is Mongolia located?,Geography,Multiple Choice,Europe | Oceania | Asia | Africa,Asia,TRUE,2,playful,future,"future, travel, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,future-plans,,
Quiz,Quick Fire Quiz,Which language is primarily spoken in Suriname?,Geography,Multiple Choice,so | nl | sq | el,nl,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,On which continent is Armenia located?,Geography,Multiple Choice,Asia | Oceania | Americas | Europe,Asia,TRUE,2,playful,future,"future, travel, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,future-plans,,
Quiz,Quick Fire Quiz,On which continent is South Sudan located?,Geography,Multiple Choice,Africa | Europe | Americas | Asia,Africa,TRUE,2,playful,future,"future, travel, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,future-plans,,
Quiz,Quick Fire Quiz,What is the currency of Tunisia?,Geography,Multiple Choice,BYR | YER | TOP | TND,TND,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,Which country has the capital Yaren?,Geography,Multiple Choice,Guinea | Ireland | Nauru | Luxembourg,Nauru,TRUE,2,playful,future,"future, travel, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,future-plans,,
Quiz,Quick Fire Quiz,On which continent is Colombia located?,Geography,Multiple Choice,Africa | Oceania | Europe | Americas,Americas,TRUE,2,playful,future,"future, travel, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,future-plans,,
Quiz,Quick Fire Quiz,What is the capital of Benin?,Geography,Multiple Choice,Mamoudzou | Ljubljana | Porto-Novo | Basse-Terre,Porto-Novo,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,What is the chemical symbol for Potassium?,Science,Text Answer,,K,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,Which of the following countries shares a border with Papua New Guinea?,Geography,Multiple Choice,Uzbekistan | IDN | French Guiana | Poland,IDN,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,On which continent is Suriname located?,Geography,Multiple Choice,Americas | Oceania | Asia | Africa,Americas,TRUE,2,playful,future,"future, travel, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,future-plans,,
Quiz,Quick Fire Quiz,Which of these words is a synonym of simple?,Language,Multiple Choice,grave | easy | destitute | stupid,easy,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,,
Quiz,Quick Fire Quiz,Which country has the capital Kabul?,Geography,Multiple Choice,Rwanda | Malawi | Greenland | Afghanistan,Afghanistan,TRUE,2,playful,future,"future, travel, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,future-plans,,
