Sheet,Game,Question,Category,Question Type,Options,Correct Answer,Active,Intensity,Tone,Relationship Area,Tags,Notes,Memory Lane Mode,Avoid If,Game Suitability,AI Use Case,Repeat Group,Default Answer Type,Answer Type,Unit Label,Scoring Divisor,Rounding Mode,Round Penalty Value,Fixed Penalty,Scoring Mode,Scoring Outcome Type,Source Label,Added By,Original Sheet,Original Question Type
Memory Lane,Memory Lane,What friend memory shaped the way you trust people that still feels a bit tender?,Friends,Text Answer,,,TRUE,2,thoughtful,Friends,friends;trust;that-still-feels-a-bit-tender,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-friends-8-5,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What friend memory shaped the way you trust people that you would put in a private diary chapter?,Friends,Text Answer,,,TRUE,2,thoughtful,Friends,friends;trust;that-you-would-put-in-a-private-diary-chapter,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-friends-8-6,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,"What friend memory shaped the way you trust people that involved a place, song, food, or smell?",Friends,Text Answer,,,TRUE,2,thoughtful,Friends,friends;trust;that-involved-a-place-song-food-or-smell,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-friends-8-7,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What friend memory shaped the way you trust people that changed how you see yourself?,Friends,Text Answer,,,TRUE,2,thoughtful,Friends,friends;trust;that-changed-how-you-see-yourself,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-friends-8-8,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What friend memory shaped the way you trust people that you would only tell someone you really trust?,Friends,Text Answer,,,TRUE,2,thoughtful,Friends,friends;trust;that-you-would-only-tell-someone-you-really-trust,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-friends-8-9,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What friend memory shaped the way you trust people that was slightly naughty but still sweet?,Friends,Text Answer,,,TRUE,2,thoughtful,Friends,friends;trust;that-was-slightly-naughty-but-still-sweet,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-friends-8-10,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What friend memory shaped the way you trust people that deserves to be remembered properly?,Friends,Text Answer,,,TRUE,2,thoughtful,Friends,friends;trust;that-deserves-to-be-remembered-properly,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-friends-8-11,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What friend memory shaped the way you trust people that made you feel chosen?,Friends,Text Answer,,,TRUE,2,thoughtful,Friends,friends;trust;that-made-you-feel-chosen,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-friends-8-12,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What friend memory shaped the way you trust people that made you grow up a bit?,Friends,Text Answer,,,TRUE,2,thoughtful,Friends,friends;trust;that-made-you-grow-up-a-bit,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-friends-8-13,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What friend memory shaped the way you trust people that you wish you had a photo of?,Friends,Text Answer,,,TRUE,2,thoughtful,Friends,friends;trust;that-you-wish-you-had-a-photo-of,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-friends-8-14,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What school memory still irritates you a little bit from before you met?,School,Pet Peeve,,,TRUE,2,playful,School,school;pet-peeve;from-before-you-met,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-school-9-0,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What school memory still irritates you a little bit from the early days of Jay and Kim?,School,Pet Peeve,,,TRUE,2,playful,School,school;pet-peeve;from-the-early-days-of-jay-and-kim,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-school-9-1,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What school memory still irritates you a little bit that you have never fully explained?,School,Pet Peeve,,,TRUE,2,playful,School,school;pet-peeve;that-you-have-never-fully-explained,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-school-9-2,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What school memory still irritates you a little bit that would make the other person understand you better?,School,Pet Peeve,,,TRUE,2,playful,School,school;pet-peeve;that-would-make-the-other-person-understand-you-better,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-school-9-3,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What school memory still irritates you a little bit that feels funnier now than it did then?,School,Pet Peeve,,,TRUE,2,playful,School,school;pet-peeve;that-feels-funnier-now-than-it-did-then,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-school-9-4,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What school memory still irritates you a little bit that still feels a bit tender?,School,Pet Peeve,,,TRUE,2,playful,School,school;pet-peeve;that-still-feels-a-bit-tender,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-school-9-5,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What school memory still irritates you a little bit that you would put in a private diary chapter?,School,Pet Peeve,,,TRUE,2,playful,School,school;pet-peeve;that-you-would-put-in-a-private-diary-chapter,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-school-9-6,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,"What school memory still irritates you a little bit that involved a place, song, food, or smell?",School,Pet Peeve,,,TRUE,2,playful,School,school;pet-peeve;that-involved-a-place-song-food-or-smell,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-school-9-7,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What school memory still irritates you a little bit that changed how you see yourself?,School,Pet Peeve,,,TRUE,2,playful,School,school;pet-peeve;that-changed-how-you-see-yourself,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-school-9-8,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What school memory still irritates you a little bit that you would only tell someone you really trust?,School,Pet Peeve,,,TRUE,2,playful,School,school;pet-peeve;that-you-would-only-tell-someone-you-really-trust,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-school-9-9,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What school memory still irritates you a little bit that was slightly naughty but still sweet?,School,Pet Peeve,,,TRUE,2,playful,School,school;pet-peeve;that-was-slightly-naughty-but-still-sweet,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-school-9-10,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What school memory still irritates you a little bit that deserves to be remembered properly?,School,Pet Peeve,,,TRUE,2,playful,School,school;pet-peeve;that-deserves-to-be-remembered-properly,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-school-9-11,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What school memory still irritates you a little bit that made you feel chosen?,School,Pet Peeve,,,TRUE,2,playful,School,school;pet-peeve;that-made-you-feel-chosen,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-school-9-12,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What school memory still irritates you a little bit that made you grow up a bit?,School,Pet Peeve,,,TRUE,2,playful,School,school;pet-peeve;that-made-you-grow-up-a-bit,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-school-9-13,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What school memory still irritates you a little bit that you wish you had a photo of?,School,Pet Peeve,,,TRUE,2,playful,School,school;pet-peeve;that-you-wish-you-had-a-photo-of,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-school-9-14,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What work moment made you realise you were tougher than you thought from before you met?,Work,Text Answer,,,TRUE,3,deep,Work,work;resilience;from-before-you-met,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-work-10-0,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What work moment made you realise you were tougher than you thought from the early days of Jay and Kim?,Work,Text Answer,,,TRUE,3,deep,Work,work;resilience;from-the-early-days-of-jay-and-kim,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-work-10-1,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What work moment made you realise you were tougher than you thought that you have never fully explained?,Work,Text Answer,,,TRUE,3,deep,Work,work;resilience;that-you-have-never-fully-explained,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-work-10-2,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What work moment made you realise you were tougher than you thought that would make the other person understand you better?,Work,Text Answer,,,TRUE,3,deep,Work,work;resilience;that-would-make-the-other-person-understand-you-better,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-work-10-3,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What work moment made you realise you were tougher than you thought that feels funnier now than it did then?,Work,Text Answer,,,TRUE,3,deep,Work,work;resilience;that-feels-funnier-now-than-it-did-then,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-work-10-4,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What work moment made you realise you were tougher than you thought that still feels a bit tender?,Work,Text Answer,,,TRUE,3,deep,Work,work;resilience;that-still-feels-a-bit-tender,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-work-10-5,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What work moment made you realise you were tougher than you thought that you would put in a private diary chapter?,Work,Text Answer,,,TRUE,3,deep,Work,work;resilience;that-you-would-put-in-a-private-diary-chapter,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-work-10-6,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,"What work moment made you realise you were tougher than you thought that involved a place, song, food, or smell?",Work,Text Answer,,,TRUE,3,deep,Work,work;resilience;that-involved-a-place-song-food-or-smell,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-work-10-7,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What work moment made you realise you were tougher than you thought that changed how you see yourself?,Work,Text Answer,,,TRUE,3,deep,Work,work;resilience;that-changed-how-you-see-yourself,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-work-10-8,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What work moment made you realise you were tougher than you thought that you would only tell someone you really trust?,Work,Text Answer,,,TRUE,3,deep,Work,work;resilience;that-you-would-only-tell-someone-you-really-trust,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-work-10-9,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What work moment made you realise you were tougher than you thought that was slightly naughty but still sweet?,Work,Text Answer,,,TRUE,3,deep,Work,work;resilience;that-was-slightly-naughty-but-still-sweet,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-work-10-10,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What work moment made you realise you were tougher than you thought that deserves to be remembered properly?,Work,Text Answer,,,TRUE,3,deep,Work,work;resilience;that-deserves-to-be-remembered-properly,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-work-10-11,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What work moment made you realise you were tougher than you thought that made you feel chosen?,Work,Text Answer,,,TRUE,3,deep,Work,work;resilience;that-made-you-feel-chosen,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-work-10-12,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What work moment made you realise you were tougher than you thought that made you grow up a bit?,Work,Text Answer,,,TRUE,3,deep,Work,work;resilience;that-made-you-grow-up-a-bit,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-work-10-13,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What work moment made you realise you were tougher than you thought that you wish you had a photo of?,Work,Text Answer,,,TRUE,3,deep,Work,work;resilience;that-you-wish-you-had-a-photo-of,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-work-10-14,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What place from your past would you take the other person to first from before you met?,Travel,Favourite,,,TRUE,2,romantic,Travel,travel;places;from-before-you-met,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-travel-11-0,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What place from your past would you take the other person to first from the early days of Jay and Kim?,Travel,Favourite,,,TRUE,2,romantic,Travel,travel;places;from-the-early-days-of-jay-and-kim,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-travel-11-1,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What place from your past would you take the other person to first that you have never fully explained?,Travel,Favourite,,,TRUE,2,romantic,Travel,travel;places;that-you-have-never-fully-explained,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-travel-11-2,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What place from your past would you take the other person to first that would make the other person understand you better?,Travel,Favourite,,,TRUE,2,romantic,Travel,travel;places;that-would-make-the-other-person-understand-you-better,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-travel-11-3,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What place from your past would you take the other person to first that feels funnier now than it did then?,Travel,Favourite,,,TRUE,2,romantic,Travel,travel;places;that-feels-funnier-now-than-it-did-then,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-travel-11-4,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What place from your past would you take the other person to first that still feels a bit tender?,Travel,Favourite,,,TRUE,2,romantic,Travel,travel;places;that-still-feels-a-bit-tender,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-travel-11-5,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What place from your past would you take the other person to first that you would put in a private diary chapter?,Travel,Favourite,,,TRUE,2,romantic,Travel,travel;places;that-you-would-put-in-a-private-diary-chapter,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-travel-11-6,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,"What place from your past would you take the other person to first that involved a place, song, food, or smell?",Travel,Favourite,,,TRUE,2,romantic,Travel,travel;places;that-involved-a-place-song-food-or-smell,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-travel-11-7,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What place from your past would you take the other person to first that changed how you see yourself?,Travel,Favourite,,,TRUE,2,romantic,Travel,travel;places;that-changed-how-you-see-yourself,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-travel-11-8,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What place from your past would you take the other person to first that you would only tell someone you really trust?,Travel,Favourite,,,TRUE,2,romantic,Travel,travel;places;that-you-would-only-tell-someone-you-really-trust,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-travel-11-9,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What place from your past would you take the other person to first that was slightly naughty but still sweet?,Travel,Favourite,,,TRUE,2,romantic,Travel,travel;places;that-was-slightly-naughty-but-still-sweet,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-travel-11-10,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What place from your past would you take the other person to first that deserves to be remembered properly?,Travel,Favourite,,,TRUE,2,romantic,Travel,travel;places;that-deserves-to-be-remembered-properly,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-travel-11-11,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What place from your past would you take the other person to first that made you feel chosen?,Travel,Favourite,,,TRUE,2,romantic,Travel,travel;places;that-made-you-feel-chosen,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-travel-11-12,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What place from your past would you take the other person to first that made you grow up a bit?,Travel,Favourite,,,TRUE,2,romantic,Travel,travel;places;that-made-you-grow-up-a-bit,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-travel-11-13,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What place from your past would you take the other person to first that you wish you had a photo of?,Travel,Favourite,,,TRUE,2,romantic,Travel,travel;places;that-you-wish-you-had-a-photo-of,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-travel-11-14,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,How old were you when you first felt properly independent from before you met?,Milestones,Numeric,,,TRUE,2,thoughtful,Milestones,milestone;age;from-before-you-met,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-milestones-12-0,number,number,years old,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,How old were you when you first felt properly independent from the early days of Jay and Kim?,Milestones,Numeric,,,TRUE,2,thoughtful,Milestones,milestone;age;from-the-early-days-of-jay-and-kim,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-milestones-12-1,number,number,years old,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,How old were you when you first felt properly independent that you have never fully explained?,Milestones,Numeric,,,TRUE,2,thoughtful,Milestones,milestone;age;that-you-have-never-fully-explained,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-milestones-12-2,number,number,years old,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,How old were you when you first felt properly independent that would make the other person understand you better?,Milestones,Numeric,,,TRUE,2,thoughtful,Milestones,milestone;age;that-would-make-the-other-person-understand-you-better,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-milestones-12-3,number,number,years old,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,How old were you when you first felt properly independent that feels funnier now than it did then?,Milestones,Numeric,,,TRUE,2,thoughtful,Milestones,milestone;age;that-feels-funnier-now-than-it-did-then,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-milestones-12-4,number,number,years old,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,How old were you when you first felt properly independent that still feels a bit tender?,Milestones,Numeric,,,TRUE,2,thoughtful,Milestones,milestone;age;that-still-feels-a-bit-tender,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-milestones-12-5,number,number,years old,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,How old were you when you first felt properly independent that you would put in a private diary chapter?,Milestones,Numeric,,,TRUE,2,thoughtful,Milestones,milestone;age;that-you-would-put-in-a-private-diary-chapter,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-milestones-12-6,number,number,years old,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,"How old were you when you first felt properly independent that involved a place, song, food, or smell?",Milestones,Numeric,,,TRUE,2,thoughtful,Milestones,milestone;age;that-involved-a-place-song-food-or-smell,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-milestones-12-7,number,number,years old,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,How old were you when you first felt properly independent that changed how you see yourself?,Milestones,Numeric,,,TRUE,2,thoughtful,Milestones,milestone;age;that-changed-how-you-see-yourself,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-milestones-12-8,number,number,years old,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,How old were you when you first felt properly independent that you would only tell someone you really trust?,Milestones,Numeric,,,TRUE,2,thoughtful,Milestones,milestone;age;that-you-would-only-tell-someone-you-really-trust,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-milestones-12-9,number,number,years old,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,How old were you when you first felt properly independent that was slightly naughty but still sweet?,Milestones,Numeric,,,TRUE,2,thoughtful,Milestones,milestone;age;that-was-slightly-naughty-but-still-sweet,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-milestones-12-10,number,number,years old,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,How old were you when you first felt properly independent that deserves to be remembered properly?,Milestones,Numeric,,,TRUE,2,thoughtful,Milestones,milestone;age;that-deserves-to-be-remembered-properly,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-milestones-12-11,number,number,years old,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,How old were you when you first felt properly independent that made you feel chosen?,Milestones,Numeric,,,TRUE,2,thoughtful,Milestones,milestone;age;that-made-you-feel-chosen,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-milestones-12-12,number,number,years old,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
