Sheet,Game,Question,Category,Question Type,Options,Correct Answer,Active,Intensity,Tone,Relationship Area,Tags,Notes,Memory Lane Mode,Avoid If,Game Suitability,AI Use Case,Repeat Group,Default Answer Type,Answer Type,Unit Label,Scoring Divisor,Rounding Mode,Round Penalty Value,Fixed Penalty,Scoring Mode,Scoring Outcome Type,Source Label,Added By,Original Sheet,Original Question Type
Quiz,Quick Fire Quiz,Who starred in the movie 'Braveheart'?,Film,Multiple Choice,Mark Hamill | Mel Gibson | Sam Worthington | Arnold Schwarzenegger,Mel Gibson,TRUE,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,entertainment,multipleChoice,multipleChoice,,,,,,,,,,,
Quiz,Quick Fire Quiz,Who starred in the movie 'Gladiator'?,Film,Multiple Choice,Meryl Streep | Mel Gibson | Ryan Gosling | Russell Crowe,Russell Crowe,TRUE,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,entertainment,multipleChoice,multipleChoice,,,,,,,,,,,
Quiz,Quick Fire Quiz,Who starred in the movie 'Wonder Woman'?,Film,Multiple Choice,Mark Hamill | Gal Gadot | Keanu Reeves | Tim Robbins,Gal Gadot,TRUE,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,entertainment,multipleChoice,multipleChoice,,,,,,,,,,,
Quiz,Quick Fire Quiz,Who starred in the movie 'Jurassic Park'?,Film,Multiple Choice,Arnold Schwarzenegger | Sam Neill | Mark Hamill | Patrick Swayze,Sam Neill,TRUE,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,entertainment,multipleChoice,multipleChoice,,,,,,,,,,,
Quiz,Quick Fire Quiz,Who starred in the movie 'The Shawshank Redemption'?,Film,Multiple Choice,Patrick Swayze | Leonardo DiCaprio | Tim Robbins | Tom Cruise,Tim Robbins,TRUE,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,entertainment,multipleChoice,multipleChoice,,,,,,,,,,,
Quiz,Quick Fire Quiz,Who starred in the movie 'Harry Potter and the Sorcerer's Stone'?,Film,Multiple Choice,Julia Roberts | Sylvester Stallone | Ryan Reynolds | Daniel Radcliffe,Daniel Radcliffe,TRUE,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,entertainment,multipleChoice,multipleChoice,,,,,,,,,,,
Quiz,Quick Fire Quiz,Who starred in the movie 'Casablanca'?,Film,Multiple Choice,Sam Worthington | Harrison Ford | Keanu Reeves | Humphrey Bogart,Humphrey Bogart,TRUE,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,entertainment,multipleChoice,multipleChoice,,,,,,,,,,,
Quiz,Quick Fire Quiz,Who starred in the movie 'Mary Poppins'?,Film,Multiple Choice,Sylvester Stallone | Julia Roberts | Julie Andrews | Meryl Streep,Julie Andrews,TRUE,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,entertainment,multipleChoice,multipleChoice,,,,,,,,,,,
Quiz,Quick Fire Quiz,Who starred in the movie 'Star Wars: A New Hope'?,Film,Multiple Choice,Sam Neill | Bruce Willis | Chadwick Boseman | Mark Hamill,Mark Hamill,TRUE,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,entertainment,multipleChoice,multipleChoice,,,,,,,,,,,
Quiz,Quick Fire Quiz,Who starred in the movie 'Raiders of the Lost Ark'?,Film,Multiple Choice,Julie Andrews | Johnny Depp | Harrison Ford | Sam Neill,Harrison Ford,TRUE,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,entertainment,multipleChoice,multipleChoice,,,,,,,,,,,
Quiz,Quick Fire Quiz,Who starred in the movie 'Deadpool'?,Film,Multiple Choice,Chadwick Boseman | Tom Hanks | John Travolta | Ryan Reynolds,Ryan Reynolds,TRUE,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,entertainment,multipleChoice,multipleChoice,,,,,,,,,,,
Quiz,Quick Fire Quiz,Who starred in the movie 'Iron Man'?,Film,Multiple Choice,Tom Hanks | Russell Crowe | John Travolta | Robert Downey Jr.,Robert Downey Jr.,TRUE,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,entertainment,multipleChoice,multipleChoice,,,,,,,,,,,
Quiz,Quick Fire Quiz,Who invented the Telephone?,Science,Multiple Choice,Alexander Graham Bell | Louis Daguerre | Thomas Edison | Charles Babbage,Alexander Graham Bell,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,multipleChoice,multipleChoice,,,,,,,,,,,
Quiz,Quick Fire Quiz,Who invented the Light bulb?,Science,Multiple Choice,Thomas Edison | Alexander Graham Bell | John Logie Baird | Louis Daguerre,Thomas Edison,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,multipleChoice,multipleChoice,,,,,,,,,,,
Quiz,Quick Fire Quiz,Who invented the Airplane?,Science,Multiple Choice,Thomas Edison | Wright brothers | Alexander Graham Bell | Guglielmo Marconi,Wright brothers,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,multipleChoice,multipleChoice,,,,,,,,,,,
Quiz,Quick Fire Quiz,Who invented the Penicillin?,Science,Multiple Choice,Tim Berners-Lee | Dmitri Mendeleev | Alexander Fleming | Albert Einstein,Alexander Fleming,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,multipleChoice,multipleChoice,,,,,,,,,,,
Quiz,Quick Fire Quiz,Who invented the Theory of relativity?,Science,Multiple Choice,Michael Faraday | Tim Berners-Lee | Louis Daguerre | Albert Einstein,Albert Einstein,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,multipleChoice,multipleChoice,,,,,,,,,,,
Quiz,Quick Fire Quiz,Who invented the Radio?,Science,Multiple Choice,Alexander Fleming | Guglielmo Marconi | Thomas Edison | John Logie Baird,Guglielmo Marconi,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,multipleChoice,multipleChoice,,,,,,,,,,,
Quiz,Quick Fire Quiz,Who invented the Television?,Science,Multiple Choice,Edward Jenner | John Logie Baird | Dmitri Mendeleev | Alessandro Volta,John Logie Baird,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,multipleChoice,multipleChoice,,,,,,,,,,,
Quiz,Quick Fire Quiz,Who invented the Printing press?,Science,Multiple Choice,John Logie Baird | Tim Berners-Lee | James Watt | Johannes Gutenberg,Johannes Gutenberg,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,multipleChoice,multipleChoice,,,,,,,,,,,
Quiz,Quick Fire Quiz,Who invented the World Wide Web?,Science,Multiple Choice,Michael Faraday | Edward Jenner | Tim Berners-Lee | James Watt,Tim Berners-Lee,TRUE,2,playful,future,"future, travel, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,future-plans,multipleChoice,multipleChoice,,,,,,,,,,,
Quiz,Quick Fire Quiz,Who invented the Steam engine?,Science,Multiple Choice,Wilhelm Conrad Roentgen | Alessandro Volta | Albert Einstein | James Watt,James Watt,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,multipleChoice,multipleChoice,,,,,,,,,,,
Quiz,Quick Fire Quiz,Who invented the Computer?,Science,Multiple Choice,Wright brothers | Charles Babbage | Michael Faraday | Thomas Edison,Charles Babbage,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,multipleChoice,multipleChoice,,,,,,,,,,,
Quiz,Quick Fire Quiz,Who invented the X-ray?,Science,Multiple Choice,Dmitri Mendeleev | Thomas Edison | Alexander Fleming | Wilhelm Conrad Roentgen,Wilhelm Conrad Roentgen,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,multipleChoice,multipleChoice,,,,,,,,,,,
Quiz,Quick Fire Quiz,Who invented the Vaccination?,Science,Multiple Choice,Alexander Fleming | Anton van Leeuwenhoek | Edward Jenner | Michael Faraday,Edward Jenner,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,multipleChoice,multipleChoice,,,,,,,,,,,
Quiz,Quick Fire Quiz,Who invented the Camera?,Science,Multiple Choice,Albert Einstein | Dmitri Mendeleev | Wright brothers | Louis Daguerre,Louis Daguerre,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,multipleChoice,multipleChoice,,,,,,,,,,,
Quiz,Quick Fire Quiz,Who invented the Microscope?,Science,Multiple Choice,Anton van Leeuwenhoek | Thomas Edison | Alessandro Volta | Charles Babbage,Anton van Leeuwenhoek,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,multipleChoice,multipleChoice,,,,,,,,,,,
Quiz,Quick Fire Quiz,Who invented the Electric motor?,Science,Multiple Choice,Albert Einstein | Tim Berners-Lee | Michael Faraday | Wright brothers,Michael Faraday,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,multipleChoice,multipleChoice,,,,,,,,,,,
Quiz,Quick Fire Quiz,Who invented the Periodic Table?,Science,Multiple Choice,Tim Berners-Lee | Louis Daguerre | Wilhelm Conrad Roentgen | Dmitri Mendeleev,Dmitri Mendeleev,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,multipleChoice,multipleChoice,,,,,,,,,,,
Quiz,Quick Fire Quiz,Who invented the Battery?,Science,Multiple Choice,Edward Jenner | Charles Babbage | Alessandro Volta | John Logie Baird,Alessandro Volta,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,multipleChoice,multipleChoice,,,,,,,,,,,
Quiz,Quick Fire Quiz,What does the acronym API stand for?,Technology,Text Answer,,Application Programming Interface,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,text,text,,,,,,,,,,,
Quiz,Quick Fire Quiz,What does the acronym CSS stand for?,Technology,Text Answer,,Cascading Style Sheets,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,text,text,,,,,,,,,,,
Quiz,Quick Fire Quiz,What does the acronym GUI stand for?,Technology,Text Answer,,Graphical User Interface,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,text,text,,,,,,,,,,,
Quiz,Quick Fire Quiz,What does the acronym DOS stand for?,Technology,Text Answer,,Disk Operating System,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,text,text,,,,,,,,,,,
Quiz,Quick Fire Quiz,What does the acronym SSID stand for?,Technology,Text Answer,,Service Set Identifier,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,text,text,,,,,,,,,,,
Quiz,Quick Fire Quiz,What does the acronym PCB stand for?,Technology,Text Answer,,Printed Circuit Board,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,text,text,,,,,,,,,,,
Quiz,Quick Fire Quiz,What does the acronym ROM stand for?,Technology,Text Answer,,Read-Only Memory,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,text,text,,,,,,,,,,,
Quiz,Quick Fire Quiz,What does the acronym CAD stand for?,Technology,Text Answer,,Computer-Aided Design,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,text,text,,,,,,,,,,,
Quiz,Quick Fire Quiz,What does the acronym GIF stand for?,Technology,Text Answer,,Graphics Interchange Format,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,text,text,,,,,,,,,,,
Quiz,Quick Fire Quiz,What does the acronym MIDI stand for?,Technology,Text Answer,,Musical Instrument Digital Interface,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,text,text,,,,,,,,,,,
Quiz,Quick Fire Quiz,What does the acronym PSU stand for?,Technology,Text Answer,,Power Supply Unit,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,text,text,,,,,,,,,,,
Quiz,Quick Fire Quiz,What does the acronym CLI stand for?,Technology,Text Answer,,Command Line Interface,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,text,text,,,,,,,,,,,
Quiz,Quick Fire Quiz,What does the acronym IDE stand for?,Technology,Text Answer,,Integrated Development Environment,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,text,text,,,,,,,,,,,
Quiz,Quick Fire Quiz,What does the acronym VR stand for?,Technology,Text Answer,,Virtual Reality,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,text,text,,,,,,,,,,,
Quiz,Quick Fire Quiz,What does the acronym AR stand for?,Technology,Text Answer,,Augmented Reality,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,text,text,,,,,,,,,,,
Quiz,Quick Fire Quiz,What does the acronym IoT stand for?,Technology,Text Answer,,Internet of Things,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,text,text,,,,,,,,,,,
Quiz,Quick Fire Quiz,What does the acronym TFT stand for?,Technology,Text Answer,,Thin Film Transistor,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,text,text,,,,,,,,,,,
Quiz,Quick Fire Quiz,What does the acronym ATM stand for?,Technology,Text Answer,,Automated Teller Machine,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,text,text,,,,,,,,,,,
Quiz,Quick Fire Quiz,Which of these words is an antonym of hot?,Language,Multiple Choice,back | cold | closed | poor,cold,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,multipleChoice,multipleChoice,,,,,,,,,,,
Quiz,Quick Fire Quiz,Which of these words is an antonym of light?,Language,Multiple Choice,dark | dumb | sad | night,dark,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,multipleChoice,multipleChoice,,,,,,,,,,,
Quiz,Quick Fire Quiz,Which of these words is an antonym of happy?,Language,Multiple Choice,late | bad | sad | cold,sad,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,multipleChoice,multipleChoice,,,,,,,,,,,
Quiz,Quick Fire Quiz,Which of these words is an antonym of up?,Language,Multiple Choice,dumb | back | closed | down,down,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,multipleChoice,multipleChoice,,,,,,,,,,,
Quiz,Quick Fire Quiz,Which of these words is an antonym of true?,Language,Multiple Choice,back | old | dumb | false,false,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,multipleChoice,multipleChoice,,,,,,,,,,,
Quiz,Quick Fire Quiz,Which of these words is an antonym of strong?,Language,Multiple Choice,back | weak | late | false,weak,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,multipleChoice,multipleChoice,,,,,,,,,,,
Quiz,Quick Fire Quiz,Which of these words is an antonym of fast?,Language,Multiple Choice,closed | dumb | slow | late,slow,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,multipleChoice,multipleChoice,,,,,,,,,,,
Quiz,Quick Fire Quiz,Which of these words is an antonym of rich?,Language,Multiple Choice,dumb | poor | old | closed,poor,TRUE,2,playful,lifestyle,"money, lifestyle, fun, general",,,,"quick-fire, warm-up",funny-break,finance,multipleChoice,multipleChoice,,,,,,,,,,,
Quiz,Quick Fire Quiz,Which of these words is an antonym of smart?,Language,Multiple Choice,dumb | night | back | closed,dumb,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,multipleChoice,multipleChoice,,,,,,,,,,,
Quiz,Quick Fire Quiz,Which of these words is an antonym of front?,Language,Multiple Choice,dark | night | back | dumb,back,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,multipleChoice,multipleChoice,,,,,,,,,,,
Quiz,Quick Fire Quiz,Which of these words is an antonym of day?,Language,Multiple Choice,bad | slow | night | poor,night,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,multipleChoice,multipleChoice,,,,,,,,,,,
Quiz,Quick Fire Quiz,Which of these words is an antonym of open?,Language,Multiple Choice,cold | slow | dumb | closed,closed,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,multipleChoice,multipleChoice,,,,,,,,,,,
Quiz,Quick Fire Quiz,Which of these words is an antonym of early?,Language,Multiple Choice,late | dumb | back | sad,late,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,multipleChoice,multipleChoice,,,,,,,,,,,
Quiz,Quick Fire Quiz,Which of these words is an antonym of good?,Language,Multiple Choice,bad | cold | dumb | old,bad,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,multipleChoice,multipleChoice,,,,,,,,,,,
Quiz,Quick Fire Quiz,Which of these words is an antonym of young?,Language,Multiple Choice,closed | bad | cold | old,old,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,multipleChoice,multipleChoice,,,,,,,,,,,
Quiz,Quick Fire Quiz,What color do you get when you mix red and blue?,Art,Multiple Choice,pink | gray | light blue | purple,purple,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,multipleChoice,multipleChoice,,,,,,,,,,,
Quiz,Quick Fire Quiz,What color do you get when you mix red and yellow?,Art,Multiple Choice,orange | purple | pink | gray,orange,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,multipleChoice,multipleChoice,,,,,,,,,,,
Quiz,Quick Fire Quiz,What color do you get when you mix blue and yellow?,Art,Multiple Choice,green | gray | pink | light blue,green,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,multipleChoice,multipleChoice,,,,,,,,,,,
Quiz,Quick Fire Quiz,What color do you get when you mix red and white?,Art,Multiple Choice,pink | gray | purple | orange,pink,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,multipleChoice,multipleChoice,,,,,,,,,,,
Quiz,Quick Fire Quiz,What color do you get when you mix black and white?,Art,Multiple Choice,orange | pink | gray | light blue,gray,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,multipleChoice,multipleChoice,,,,,,,,,,,
Quiz,Quick Fire Quiz,What color do you get when you mix blue and white?,Art,Multiple Choice,gray | pink | light blue | purple,light blue,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,multipleChoice,multipleChoice,,,,,,,,,,,
Quiz,Quick Fire Quiz,How many bones are in the adult human body?,Science,Text Answer,,206,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,text,text,,,,,,,,,,,
Quiz,Quick Fire Quiz,Which organ is responsible for pumping blood throughout the body?,Science,Text Answer,,Heart,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,text,text,,,,,,,,,,,
Quiz,Quick Fire Quiz,How many chambers does the human heart have?,Science,Text Answer,,4,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,text,text,,,,,,,,,,,
Quiz,Quick Fire Quiz,What is the main function of red blood cells?,Science,Text Answer,,Transport oxygen,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,text,text,,,,,,,,,,,
Quiz,Quick Fire Quiz,What hormone regulates blood sugar levels?,Science,Text Answer,,Insulin,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,text,text,,,,,,,,,,,
Quiz,Quick Fire Quiz,Which part of the brain controls balance and coordination?,Science,Text Answer,,Cerebellum,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,text,text,,,,,,,,,,,
Quiz,Quick Fire Quiz,What is the largest bone in the human body?,Science,Text Answer,,Femur,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,text,text,,,,,,,,,,,
Quiz,Quick Fire Quiz,Which vitamin is produced when the skin is exposed to sunlight?,Science,Text Answer,,Vitamin D,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,text,text,,,,,,,,,,,
Quiz,Quick Fire Quiz,What gas do plants absorb from the atmosphere?,Science,Text Answer,,Carbon dioxide,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,text,text,,,,,,,,,,,
Quiz,Quick Fire Quiz,What is the hardest natural substance on Earth?,Science,Multiple Choice,Gold | Iron | Diamond | Quartz,Diamond,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,multipleChoice,multipleChoice,,,,,,,,,,,
Quiz,Quick Fire Quiz,What is the chemical formula for water?,Science,Multiple Choice,HO2 | CO2 | O2 | H2O,H2O,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,multipleChoice,multipleChoice,,,,,,,,,,,
Quiz,Quick Fire Quiz,What force keeps us on the ground?,Science,Multiple Choice,Inertia | Friction | Magnetism | Gravity,Gravity,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,multipleChoice,multipleChoice,,,,,,,,,,,
Quiz,Quick Fire Quiz,Which planet is known as the Red Planet?,Science,Multiple Choice,Venus | Jupiter | Saturn | Mars,Mars,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,multipleChoice,multipleChoice,,,,,,,,,,,
Quiz,Quick Fire Quiz,How many planets are in the Solar System?,Science,Multiple Choice,9 | 10 | 8 | 7,8,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,multipleChoice,multipleChoice,,,,,,,,,,,
Quiz,Quick Fire Quiz,What gas do humans exhale?,Science,Multiple Choice,Carbon dioxide | Oxygen | Nitrogen | Hydrogen,Carbon dioxide,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,multipleChoice,multipleChoice,,,,,,,,,,,
Quiz,Quick Fire Quiz,Which planet is known for its rings?,Science,Multiple Choice,Saturn | Neptune | Mars | Earth,Saturn,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,multipleChoice,multipleChoice,,,,,,,,,,,
Quiz,Quick Fire Quiz,What is the center of an atom called?,Science,Multiple Choice,Orbit | Nucleus | Proton | Electron,Nucleus,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,multipleChoice,multipleChoice,,,,,,,,,,,
Quiz,Quick Fire Quiz,What is the process by which a solid turns directly into a gas?,Science,Multiple Choice,Evaporation | Condensation | Sublimation | Freezing,Sublimation,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,multipleChoice,multipleChoice,,,,,,,,,,,
Quiz,Quick Fire Quiz,Which blood type is known as the universal donor?,Science,Multiple Choice,AB positive | A positive | O negative | B negative,O negative,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,multipleChoice,multipleChoice,,,,,,,,,,,
Quiz,Quick Fire Quiz,What does the phrase 'break the ice' mean?,Language,Multiple Choice,feeling ill | very rarely | to initiate conversation | to reveal a secret,to initiate conversation,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,multipleChoice,multipleChoice,,,,,,,,,,,
Quiz,Quick Fire Quiz,What does the phrase 'spill the beans' mean?,Language,Multiple Choice,to reveal a secret | feeling ill | to go to bed | very rarely,to reveal a secret,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,multipleChoice,multipleChoice,,,,,,,,,,,
Quiz,Quick Fire Quiz,What does the phrase 'once in a blue moon' mean?,Language,Multiple Choice,to reveal a secret | feeling ill | something impossible | very rarely,very rarely,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,multipleChoice,multipleChoice,,,,,,,,,,,
Quiz,Quick Fire Quiz,What does the phrase 'piece of cake' mean?,Language,Multiple Choice,to go to bed | very expensive | feeling ill | something very easy,something very easy,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,multipleChoice,multipleChoice,,,,,,,,,,,
Quiz,Quick Fire Quiz,What does the phrase 'when pigs fly' mean?,Language,Multiple Choice,to reveal a secret | to go to bed | very rarely | something impossible,something impossible,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,multipleChoice,multipleChoice,,,,,,,,,,,
Quiz,Quick Fire Quiz,What does the phrase 'hit the sack' mean?,Language,Multiple Choice,something very easy | to initiate conversation | feeling ill | to go to bed,to go to bed,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,multipleChoice,multipleChoice,,,,,,,,,,,
Quiz,Quick Fire Quiz,What does the phrase 'under the weather' mean?,Language,Multiple Choice,to go to bed | something very easy | to initiate conversation | feeling ill,feeling ill,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,multipleChoice,multipleChoice,,,,,,,,,,,
Quiz,Quick Fire Quiz,What does the phrase 'cost an arm and a leg' mean?,Language,Multiple Choice,something very easy | to go to bed | to reveal a secret | very expensive,very expensive,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,multipleChoice,multipleChoice,,,,,,,,,,,
