question,category,roundType,defaultAnswerType,answerType,multipleChoiceOptions,correctAnswer,tags,intensity,tone,relationshipArea,avoidIf,gameSuitability,aiUseCase,repeatGroup,unitLabel,scoringDivisor,roundingMode,roundPenaltyValue,fixedPenalty,scoringMode,scoringOutcomeType,notes,sourceLabel,addedBy,active
"In a long-term relationship, your partner buys an expensive gift as an apology instead of talking properly but only when they think it will make you laugh",Money,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,money;judgement;relationship,2,playful,Money,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-money-2-twist-0,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"After a stressful week, your partner is honest about money stress before it becomes a problem without mentioning it until later",Money,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,money;judgement;relationship,2,playful,Money,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-money-3-twist-1,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"During a playful night together, your partner jokes about your spending in front of other people and checks afterwards whether it landed well",Money,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,money;judgement;relationship,2,playful,Money,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-money-4-twist-2,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Your partner plans a cheap date and makes it feel thoughtful in front of friends,Money,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,money;judgement;relationship,3,playful,Money,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-money-5-twist-3,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Someone you are dating defends you gently when family teasing goes too far after you have already said you are tired,Friends & Family,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,friends-family;judgement;relationship,2,playful,Friends & Family,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-friends-family-0-twist-4,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"In a long-term relationship, your partner tells their friends private details from your relationship as a private joke between the two of you",Friends & Family,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,friends-family;judgement;relationship,2,playful,Friends & Family,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-friends-family-1-twist-5,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"After a stressful week, your partner makes real effort with your family even when they are nervous because they think it proves they care",Friends & Family,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,friends-family;judgement;relationship,2,playful,Friends & Family,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-friends-family-2-twist-6,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"During a playful night together, your partner gets annoyed when you want separate time with friends then apologises properly when it feels off",Friends & Family,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,friends-family;judgement;relationship,2,playful,Friends & Family,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-friends-family-3-twist-7,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Your partner checks in after a family event that felt tense but only when they think it will make you laugh,Friends & Family,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,friends-family;judgement;relationship,3,playful,Friends & Family,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-friends-family-4-twist-0,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Someone you are dating expects you to take their side before hearing the full story without mentioning it until later,Friends & Family,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,friends-family;judgement;relationship,2,playful,Friends & Family,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-friends-family-5-twist-1,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"In a long-term relationship, your partner tells you about an awkward message before you discover it and checks afterwards whether it landed well",Trust,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,trust;judgement;relationship,2,playful,Trust,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-trust-0-twist-2,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"After a stressful week, your partner deletes messages because they think it will avoid drama in front of friends",Trust,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,trust;judgement;relationship,2,playful,Trust,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-trust-1-twist-3,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"During a playful night together, your partner admits a small mistake before it becomes a bigger secret after you have already said you are tired",Trust,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,trust;judgement;relationship,2,playful,Trust,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-trust-2-twist-4,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Your partner asks to look through your phone after a bad dream as a private joke between the two of you,Trust,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,trust;judgement;relationship,3,playful,Trust,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-trust-3-twist-5,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Someone you are dating keeps a private note of gift ideas and personal details because they think it proves they care,Trust,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,trust;judgement;relationship,2,playful,Trust,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-trust-4-twist-6,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"In a long-term relationship, your partner says they trust you but keeps testing you anyway then apologises properly when it feels off",Trust,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,trust;judgement;relationship,2,playful,Trust,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-trust-5-twist-7,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"After a stressful week, your partner sends a risky text while you are both meant to be concentrating but only when they think it will make you laugh",Sex & Intimacy,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,sex-intimacy;judgement;naughty,3,naughty-playful,Sex & Intimacy,Skip if either player wants a non-spicy session,Red Flag Green Flag,relationship judgement;diary insight,red-flag-sex-intimacy-0-twist-0,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"During a playful night together, your partner asks what kind of teasing is actually fun for you without mentioning it until later",Sex & Intimacy,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,sex-intimacy;judgement;naughty,3,naughty-playful,Sex & Intimacy,Skip if either player wants a non-spicy session,Red Flag Green Flag,relationship judgement;diary insight,red-flag-sex-intimacy-1-twist-1,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Your partner buys something naughty for you both without checking first and checks afterwards whether it landed well,Sex & Intimacy,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,sex-intimacy;judgement;naughty,4,naughty-playful,Sex & Intimacy,Skip if either player wants a non-spicy session,Red Flag Green Flag,relationship judgement;diary insight,red-flag-sex-intimacy-2-twist-2,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Someone you are dating remembers aftercare without being asked in front of friends,Sex & Intimacy,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,sex-intimacy;judgement;naughty,3,naughty-playful,Sex & Intimacy,Skip if either player wants a non-spicy session,Red Flag Green Flag,relationship judgement;diary insight,red-flag-sex-intimacy-3-twist-3,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"In a long-term relationship, your partner makes a private joke in public that only you two understand after you have already said you are tired",Sex & Intimacy,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,sex-intimacy;judgement;naughty,3,naughty-playful,Sex & Intimacy,Skip if either player wants a non-spicy session,Red Flag Green Flag,relationship judgement;diary insight,red-flag-sex-intimacy-4-twist-4,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"After a stressful week, your partner turns every cuddle into a negotiation for more as a private joke between the two of you",Sex & Intimacy,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,sex-intimacy;judgement;naughty,3,naughty-playful,Sex & Intimacy,Skip if either player wants a non-spicy session,Red Flag Green Flag,relationship judgement;diary insight,red-flag-sex-intimacy-5-twist-5,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"During a playful night together, your partner asks for a clear yes before trying a new fantasy because they think it proves they care",Sex & Intimacy,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,sex-intimacy;judgement;naughty,3,naughty-playful,Sex & Intimacy,Skip if either player wants a non-spicy session,Red Flag Green Flag,relationship judgement;diary insight,red-flag-sex-intimacy-6-twist-6,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Your partner brags to a friend about something private between you then apologises properly when it feels off,Sex & Intimacy,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,sex-intimacy;judgement;naughty,4,naughty-playful,Sex & Intimacy,Skip if either player wants a non-spicy session,Red Flag Green Flag,relationship judgement;diary insight,red-flag-sex-intimacy-7-twist-7,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"During a playful night together, your partner knows your routine well enough to make your day easier but only when they think it will make you laugh",Habits,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,habits;judgement;relationship,2,playful,Habits,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-habits-0-twist-0,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Your partner leaves small messes because they know you will tidy them without mentioning it until later,Habits,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,habits;judgement;relationship,2,playful,Habits,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-habits-1-twist-1,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Someone you are dating makes a drink for you exactly how you like it and checks afterwards whether it landed well,Habits,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,habits;judgement;relationship,2,playful,Habits,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-habits-2-twist-2,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"In a long-term relationship, your partner uses weaponised helplessness for basic chores in front of friends",Habits,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,habits;judgement;relationship,2,playful,Habits,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-habits-3-twist-3,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"After a stressful week, your partner starts doing a habit you love because it matters to you after you have already said you are tired",Habits,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,habits;judgement;relationship,3,playful,Habits,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-habits-4-twist-4,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"During a playful night together, your partner keeps score of every little favour as a private joke between the two of you",Habits,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,habits;judgement;relationship,2,playful,Habits,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-habits-5-twist-5,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Your partner wants one lazy day together with no plans at all because they think it proves they care,Lifestyle,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,lifestyle;judgement;relationship,2,playful,Lifestyle,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-lifestyle-0-twist-6,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Someone you are dating books a busy weekend without checking your energy first then apologises properly when it feels off,Lifestyle,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,lifestyle;judgement;relationship,2,playful,Lifestyle,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-lifestyle-1-twist-7,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"In a long-term relationship, your partner encourages your solo hobbies without making it about them but only when they think it will make you laugh",Lifestyle,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,lifestyle;judgement;relationship,2,playful,Lifestyle,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-lifestyle-2-twist-0,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"After a stressful week, your partner needs constant plans to feel connected without mentioning it until later",Lifestyle,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,lifestyle;judgement;relationship,3,playful,Lifestyle,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-lifestyle-3-twist-1,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"During a playful night together, your partner turns bedtime into a gossip debrief and checks afterwards whether it landed well",Lifestyle,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,lifestyle;judgement;relationship,2,playful,Lifestyle,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-lifestyle-4-twist-2,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Your partner expects your routines to merge completely in front of friends,Lifestyle,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,lifestyle;judgement;relationship,2,playful,Lifestyle,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-lifestyle-5-twist-3,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Someone you are dating talks about the future in practical detail rather than vague promises after you have already said you are tired,Future Plans,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,future-plans;judgement;relationship,2,playful,Future Plans,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-future-plans-0-twist-4,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"In a long-term relationship, your partner avoids every future conversation with a joke as a private joke between the two of you",Future Plans,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,future-plans;judgement;relationship,2,playful,Future Plans,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-future-plans-1-twist-5,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"After a stressful week, your partner has a five-year plan and quietly assumes you are in it because they think it proves they care",Future Plans,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,future-plans;judgement;relationship,3,playful,Future Plans,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-future-plans-2-twist-6,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"During a playful night together, your partner asks what kind of life would actually make you happy then apologises properly when it feels off",Future Plans,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,future-plans;judgement;relationship,2,playful,Future Plans,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-future-plans-3-twist-7,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Your partner changes a big plan without telling you until after but only when they think it will make you laugh,Future Plans,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,future-plans;judgement;relationship,2,playful,Future Plans,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-future-plans-4-twist-0,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Someone you are dating dreams out loud but does not pressure you to decide now without mentioning it until later,Future Plans,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,future-plans;judgement;relationship,2,playful,Future Plans,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-future-plans-5-twist-1,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"In a long-term relationship, your partner apologises without adding a but at the end and checks afterwards whether it landed well",Conflict,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,conflict;judgement;relationship,2,playful,Conflict,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-conflict-0-twist-2,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"After a stressful week, your partner keeps bringing up old arguments during new ones in front of friends",Conflict,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,conflict;judgement;relationship,3,playful,Conflict,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-conflict-1-twist-3,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"During a playful night together, your partner can laugh with you once the tension has genuinely passed after you have already said you are tired",Conflict,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,conflict;judgement;relationship,2,playful,Conflict,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-conflict-2-twist-4,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Your partner needs to win the argument more than understand you as a private joke between the two of you,Conflict,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,conflict;judgement;relationship,2,playful,Conflict,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-conflict-3-twist-5,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Someone you are dating suggests a reset cuddle after you have both said your piece because they think it proves they care,Conflict,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,conflict;judgement;relationship,2,playful,Conflict,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-conflict-4-twist-6,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"In a long-term relationship, your partner uses silent treatment until you chase them then apologises properly when it feels off",Conflict,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,conflict;judgement;relationship,2,playful,Conflict,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-conflict-5-twist-7,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"After a stressful week, your partner steals your chips but offers you the best bite of theirs but only when they think it will make you laugh",Funny / Petty,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,funny-petty;judgement;relationship,3,playful,Funny / Petty,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-funny-petty-0-twist-0,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"During a playful night together, your partner starts a fake rivalry over who is the better passenger princess without mentioning it until later",Funny / Petty,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,funny-petty;judgement;relationship,2,playful,Funny / Petty,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-funny-petty-1-twist-1,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Your partner hides the remote as a flirting tactic and checks afterwards whether it landed well,Funny / Petty,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,funny-petty;judgement;relationship,2,playful,Funny / Petty,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-funny-petty-2-twist-2,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Someone you are dating sends a thirst trap and then pretends it was accidental in front of friends,Funny / Petty,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,funny-petty;judgement;relationship,2,playful,Funny / Petty,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-funny-petty-3-twist-3,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"In a long-term relationship, your partner uses an inside joke to rescue a tense moment after you have already said you are tired",Funny / Petty,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,funny-petty;judgement;relationship,2,playful,Funny / Petty,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-funny-petty-4-twist-4,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"After a stressful week, your partner keeps a ridiculous scoreboard for tiny household wins as a private joke between the two of you",Funny / Petty,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,funny-petty;judgement;relationship,3,playful,Funny / Petty,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-funny-petty-5-twist-5,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"During a playful night together, your partner shares a fear they usually hide because they think it proves they care",Serious / Deep,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,serious-deep;judgement;relationship,4,deep,Serious / Deep,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-serious-deep-0-twist-6,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Your partner asks what kind of support actually helps when you spiral then apologises properly when it feels off,Serious / Deep,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,serious-deep;judgement;relationship,4,deep,Serious / Deep,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-serious-deep-1-twist-7,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
