Sheet,Game,Question,Category,Question Type,Options,Correct Answer,Active,Intensity,Tone,Relationship Area,Tags,Notes,Memory Lane Mode,Avoid If,Game Suitability,AI Use Case,Repeat Group,Default Answer Type,Answer Type,Unit Label,Scoring Divisor,Rounding Mode,Round Penalty Value,Fixed Penalty,Scoring Mode,Scoring Outcome Type,Source Label,Added By,Original Sheet,Original Question Type
Red Flag Green Flag,Red Flag Green Flag,Your partner expects your routines to merge completely in front of friends,Lifestyle,Multiple Choice,Green Flag | Red Flag | Depends,,1,2,playful,Lifestyle,lifestyle;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-lifestyle-5-twist-3,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,Someone you are dating talks about the future in practical detail rather than vague promises after you have already said you are tired,Future Plans,Multiple Choice,Green Flag | Red Flag | Depends,,1,2,playful,Future Plans,future-plans;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-future-plans-0-twist-4,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,"In a long-term relationship, your partner avoids every future conversation with a joke as a private joke between the two of you",Future Plans,Multiple Choice,Green Flag | Red Flag | Depends,,1,2,playful,Future Plans,future-plans;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-future-plans-1-twist-5,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,"After a stressful week, your partner has a five-year plan and quietly assumes you are in it because they think it proves they care",Future Plans,Multiple Choice,Green Flag | Red Flag | Depends,,1,3,playful,Future Plans,future-plans;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-future-plans-2-twist-6,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,"During a playful night together, your partner asks what kind of life would actually make you happy then apologises properly when it feels off",Future Plans,Multiple Choice,Green Flag | Red Flag | Depends,,1,2,playful,Future Plans,future-plans;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-future-plans-3-twist-7,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,Your partner changes a big plan without telling you until after but only when they think it will make you laugh,Future Plans,Multiple Choice,Green Flag | Red Flag | Depends,,1,2,playful,Future Plans,future-plans;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-future-plans-4-twist-0,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,Someone you are dating dreams out loud but does not pressure you to decide now without mentioning it until later,Future Plans,Multiple Choice,Green Flag | Red Flag | Depends,,1,2,playful,Future Plans,future-plans;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-future-plans-5-twist-1,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,"In a long-term relationship, your partner apologises without adding a but at the end and checks afterwards whether it landed well",Conflict,Multiple Choice,Green Flag | Red Flag | Depends,,1,2,playful,Conflict,conflict;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-conflict-0-twist-2,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,"After a stressful week, your partner keeps bringing up old arguments during new ones in front of friends",Conflict,Multiple Choice,Green Flag | Red Flag | Depends,,1,3,playful,Conflict,conflict;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-conflict-1-twist-3,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,"During a playful night together, your partner can laugh with you once the tension has genuinely passed after you have already said you are tired",Conflict,Multiple Choice,Green Flag | Red Flag | Depends,,1,2,playful,Conflict,conflict;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-conflict-2-twist-4,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,Your partner needs to win the argument more than understand you as a private joke between the two of you,Conflict,Multiple Choice,Green Flag | Red Flag | Depends,,1,2,playful,Conflict,conflict;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-conflict-3-twist-5,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,Someone you are dating suggests a reset cuddle after you have both said your piece because they think it proves they care,Conflict,Multiple Choice,Green Flag | Red Flag | Depends,,1,2,playful,Conflict,conflict;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-conflict-4-twist-6,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,"In a long-term relationship, your partner uses silent treatment until you chase them then apologises properly when it feels off",Conflict,Multiple Choice,Green Flag | Red Flag | Depends,,1,2,playful,Conflict,conflict;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-conflict-5-twist-7,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,"After a stressful week, your partner steals your chips but offers you the best bite of theirs but only when they think it will make you laugh",Funny / Petty,Multiple Choice,Green Flag | Red Flag | Depends,,1,3,playful,Funny / Petty,funny-petty;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-funny-petty-0-twist-0,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,"During a playful night together, your partner starts a fake rivalry over who is the better passenger princess without mentioning it until later",Funny / Petty,Multiple Choice,Green Flag | Red Flag | Depends,,1,2,playful,Funny / Petty,funny-petty;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-funny-petty-1-twist-1,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,Your partner hides the remote as a flirting tactic and checks afterwards whether it landed well,Funny / Petty,Multiple Choice,Green Flag | Red Flag | Depends,,1,2,playful,Funny / Petty,funny-petty;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-funny-petty-2-twist-2,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,Someone you are dating sends a thirst trap and then pretends it was accidental in front of friends,Funny / Petty,Multiple Choice,Green Flag | Red Flag | Depends,,1,2,playful,Funny / Petty,funny-petty;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-funny-petty-3-twist-3,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,"In a long-term relationship, your partner uses an inside joke to rescue a tense moment after you have already said you are tired",Funny / Petty,Multiple Choice,Green Flag | Red Flag | Depends,,1,2,playful,Funny / Petty,funny-petty;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-funny-petty-4-twist-4,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,"After a stressful week, your partner keeps a ridiculous scoreboard for tiny household wins as a private joke between the two of you",Funny / Petty,Multiple Choice,Green Flag | Red Flag | Depends,,1,3,playful,Funny / Petty,funny-petty;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-funny-petty-5-twist-5,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,"During a playful night together, your partner shares a fear they usually hide because they think it proves they care",Serious / Deep,Multiple Choice,Green Flag | Red Flag | Depends,,1,4,deep,Serious / Deep,serious-deep;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-serious-deep-0-twist-6,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,Your partner asks what kind of support actually helps when you spiral then apologises properly when it feels off,Serious / Deep,Multiple Choice,Green Flag | Red Flag | Depends,,1,4,deep,Serious / Deep,serious-deep;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-serious-deep-1-twist-7,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,Someone you are dating turns a vulnerable moment into a joke too quickly but only when they think it will make you laugh,Serious / Deep,Multiple Choice,Green Flag | Red Flag | Depends,,1,4,deep,Serious / Deep,serious-deep;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-serious-deep-2-twist-0,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,"In a long-term relationship, your partner remembers the hard anniversary without needing a reminder without mentioning it until later",Serious / Deep,Multiple Choice,Green Flag | Red Flag | Depends,,1,4,deep,Serious / Deep,serious-deep;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-serious-deep-3-twist-1,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,"After a stressful week, your partner admits they are scared of needing you too much and checks afterwards whether it landed well",Serious / Deep,Multiple Choice,Green Flag | Red Flag | Depends,,1,5,deep,Serious / Deep,serious-deep;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-serious-deep-4-twist-2,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,"During a playful night together, your partner listens without trying to fix everything immediately in front of friends",Serious / Deep,Multiple Choice,Green Flag | Red Flag | Depends,,1,4,deep,Serious / Deep,serious-deep;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-serious-deep-5-twist-3,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,Your partner plans a surprise date but keeps every detail secret until you arrive but only when they think it will make you laugh before a night out,Dating & Romance,Multiple Choice,Green Flag | Red Flag | Depends,,1,2,playful,Dating & Romance,dating-romance;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-dating-romance-0-extra-0,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,Someone you are dating remembers a tiny romantic detail you mentioned once months ago without mentioning it until later before a night out,Dating & Romance,Multiple Choice,Green Flag | Red Flag | Depends,,1,2,playful,Dating & Romance,dating-romance;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-dating-romance-1-extra-1,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,"In a long-term relationship, your partner expects a big romantic gesture every time you have a disagreement and checks afterwards whether it landed well before a night out",Dating & Romance,Multiple Choice,Green Flag | Red Flag | Depends,,1,2,playful,Dating & Romance,dating-romance;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-dating-romance-2-extra-2,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,"After a stressful week, your partner turns a normal errand into a little date without making a fuss in front of friends before a night out",Dating & Romance,Multiple Choice,Green Flag | Red Flag | Depends,,1,2,playful,Dating & Romance,dating-romance;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-dating-romance-3-extra-3,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,"During a playful night together, your partner posts a flirty photo caption about you before asking if you are comfortable with it after you have already said you are tired before a night out",Dating & Romance,Multiple Choice,Green Flag | Red Flag | Depends,,1,2,playful,Dating & Romance,dating-romance;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-dating-romance-4-extra-4,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,Your partner keeps a running note of date ideas you might both enjoy as a private joke between the two of you before a night out,Dating & Romance,Multiple Choice,Green Flag | Red Flag | Depends,,1,2,playful,Dating & Romance,dating-romance;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-dating-romance-5-extra-5,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,Someone you are dating says they need twenty minutes to cool down before a serious conversation because they think it proves they care before a night out,Communication,Multiple Choice,Green Flag | Red Flag | Depends,,1,2,playful,Communication,communication;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-communication-0-extra-6,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,"In a long-term relationship, your partner uses sarcasm when they are embarrassed instead of saying what they feel then apologises properly when it feels off before a night out",Communication,Multiple Choice,Green Flag | Red Flag | Depends,,1,2,playful,Communication,communication;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-communication-1-extra-7,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,"After a stressful week, your partner sends a long voice note instead of trying to argue by text but only when they think it will make you laugh before a night out",Communication,Multiple Choice,Green Flag | Red Flag | Depends,,1,2,playful,Communication,communication;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-communication-2-extra-8,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,"During a playful night together, your partner checks whether you want advice or comfort before responding without mentioning it until later before a night out",Communication,Multiple Choice,Green Flag | Red Flag | Depends,,1,2,playful,Communication,communication;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-communication-3-extra-9,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,Your partner goes quiet and expects you to guess what is wrong and checks afterwards whether it landed well before a night out,Communication,Multiple Choice,Green Flag | Red Flag | Depends,,1,2,playful,Communication,communication;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-communication-4-extra-10,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,Someone you are dating admits they were defensive after they have had time to think in front of friends before a night out,Communication,Multiple Choice,Green Flag | Red Flag | Depends,,1,2,playful,Communication,communication;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-communication-5-extra-11,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,"In a long-term relationship, your partner asks before sharing a private story about the two of you after you have already said you are tired before a night out",Boundaries,Multiple Choice,Green Flag | Red Flag | Depends,,1,4,playful,Boundaries,boundaries;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-boundaries-0-extra-12,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,"After a stressful week, your partner expects to know your phone password because you are together as a private joke between the two of you before a night out",Boundaries,Multiple Choice,Green Flag | Red Flag | Depends,,1,4,playful,Boundaries,boundaries;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-boundaries-1-extra-13,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,"During a playful night together, your partner respects a no even when they are clearly disappointed because they think it proves they care before a night out",Boundaries,Multiple Choice,Green Flag | Red Flag | Depends,,1,4,playful,Boundaries,boundaries;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-boundaries-2-extra-14,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,Your partner makes a joke about your boundary in front of friends then apologises properly when it feels off before a night out,Boundaries,Multiple Choice,Green Flag | Red Flag | Depends,,1,4,playful,Boundaries,boundaries;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-boundaries-3-extra-15,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,Someone you are dating checks consent before trying something new in bed but only when they think it will make you laugh before a night out,Boundaries,Multiple Choice,Green Flag | Red Flag | Depends,,1,4,playful,Boundaries,boundaries;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-boundaries-4-extra-16,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,"In a long-term relationship, your partner keeps pushing for an answer after you say you need time without mentioning it until later before a night out",Boundaries,Multiple Choice,Green Flag | Red Flag | Depends,,1,4,playful,Boundaries,boundaries;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-boundaries-5-extra-17,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,"After a stressful week, your partner gets protective when someone is clearly flirting with you and checks afterwards whether it landed well before a night out",Jealousy,Multiple Choice,Green Flag | Red Flag | Depends,,1,2,playful,Jealousy,jealousy;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-jealousy-0-extra-18,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,"During a playful night together, your partner asks a calm question about someone from your past instead of snooping in front of friends before a night out",Jealousy,Multiple Choice,Green Flag | Red Flag | Depends,,1,2,playful,Jealousy,jealousy;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-jealousy-1-extra-19,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,Your partner makes a joke every time an ex is mentioned after you have already said you are tired before a night out,Jealousy,Multiple Choice,Green Flag | Red Flag | Depends,,1,2,playful,Jealousy,jealousy;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-jealousy-2-extra-20,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,Someone you are dating wants reassurance after seeing a flirty comment online as a private joke between the two of you before a night out,Jealousy,Multiple Choice,Green Flag | Red Flag | Depends,,1,2,playful,Jealousy,jealousy;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-jealousy-3-extra-21,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,"In a long-term relationship, your partner compares themselves to someone you used to date because they think it proves they care before a night out",Jealousy,Multiple Choice,Green Flag | Red Flag | Depends,,1,2,playful,Jealousy,jealousy;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-jealousy-4-extra-22,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,"After a stressful week, your partner turns jealousy into playful flirting rather than an argument then apologises properly when it feels off before a night out",Jealousy,Multiple Choice,Green Flag | Red Flag | Depends,,1,2,playful,Jealousy,jealousy;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-jealousy-5-extra-23,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,"During a playful night together, your partner likes an exs photo but never speaks to them privately but only when they think it will make you laugh before a night out",Social Media,Multiple Choice,Green Flag | Red Flag | Depends,,1,2,playful,Social Media,social-media;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-social-media-0-extra-24,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
Red Flag Green Flag,Red Flag Green Flag,Your partner soft launches you online before you have agreed what to post without mentioning it until later before a night out,Social Media,Multiple Choice,Green Flag | Red Flag | Depends,,1,2,playful,Social Media,social-media;judgement;relationship,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-social-media-1-extra-25,multipleChoice,multipleChoice,,1,nearest,10,10,automatic,choice-match,Red Flag Green Flag Draft May 2026,Codex,,
